year,from_country,to_country,points,from_code2,from_code3,to_code2,to_code3,total_points,rank
2011,russian federation,sweden,1,RU,RUS,SE,SWE,185,3.0
2011,russian federation,switzerland,0,RU,RUS,CH,CHE,19,25.0
2011,russian federation,ukraine,10,RU,RUS,UA,UKR,159,4.0
2011,russian federation,united kingdom,4,RU,RUS,GB,GBR,100,11.0
2011,san marino,austria,0,SM,SMR,AT,AUT,64,18.0
2011,san marino,azerbaijan,10,SM,SMR,AZ,AZE,221,1.0
2011,san marino,bosnia and herzegovina,0,SM,SMR,BA,BIH,125,6.0
2011,san marino,denmark,4,SM,SMR,DK,DNK,134,5.0
2011,san marino,estonia,0,SM,SMR,EE,EST,44,24.0
2011,san marino,finland,0,SM,SMR,FI,FIN,57,21.0
2011,san marino,france,3,SM,SMR,FR,FRA,82,15.0
2011,san marino,georgia,7,SM,SMR,GE,GEO,110,9.0
2011,san marino,germany,0,SM,SMR,DE,DEU,107,10.0
2011,san marino,greece,8,SM,SMR,GR,GRC,120,7.0
2011,san marino,hungary,0,SM,SMR,HU,HUN,53,22.0
2011,san marino,iceland,0,SM,SMR,IS,ISL,61,20.0
2011,san marino,ireland,0,SM,SMR,IE,IRL,119,8.0
2011,san marino,italy,12,SM,SMR,IT,ITA,189,2.0
2011,san marino,lithuania,0,SM,SMR,LT,LTU,63,19.0
2011,san marino,"moldova, republic of",0,SM,SMR,MD,MDA,97,12.0
2011,san marino,romania,0,SM,SMR,RO,ROU,77,16.0
2011,san marino,russian federation,0,SM,SMR,RU,RUS,77,17.0
2011,san marino,serbia,5,SM,SMR,RS,SRB,85,14.0
2011,san marino,slovenia,1,SM,SMR,SI,SVN,96,13.0
2011,san marino,spain,0,SM,SMR,ES,ESP,50,23.0
2011,san marino,sweden,6,SM,SMR,SE,SWE,185,3.0
2011,san marino,switzerland,0,SM,SMR,CH,CHE,19,25.0
2011,san marino,ukraine,0,SM,SMR,UA,UKR,159,4.0
2011,san marino,united kingdom,2,SM,SMR,GB,GBR,100,11.0
2011,serbia,austria,0,RS,SRB,AT,AUT,64,18.0
2011,serbia,azerbaijan,0,RS,SRB,AZ,AZE,221,1.0
2011,serbia,bosnia and herzegovina,12,RS,SRB,BA,BIH,125,6.0
2011,serbia,denmark,0,RS,SRB,DK,DNK,134,5.0
2011,serbia,estonia,0,RS,SRB,EE,EST,44,24.0
2011,serbia,finland,0,RS,SRB,FI,FIN,57,21.0
2011,serbia,france,0,RS,SRB,FR,FRA,82,15.0
2011,serbia,georgia,0,RS,SRB,GE,GEO,110,9.0
2011,serbia,germany,0,RS,SRB,DE,DEU,107,10.0
2011,serbia,greece,3,RS,SRB,GR,GRC,120,7.0
2011,serbia,hungary,8,RS,SRB,HU,HUN,53,22.0
2011,serbia,iceland,0,RS,SRB,IS,ISL,61,20.0
2011,serbia,ireland,0,RS,SRB,IE,IRL,119,8.0
2011,serbia,italy,2,RS,SRB,IT,ITA,189,2.0
2011,serbia,lithuania,7,RS,SRB,LT,LTU,63,19.0
2011,serbia,"moldova, republic of",0,RS,SRB,MD,MDA,97,12.0
2011,serbia,romania,0,RS,SRB,RO,ROU,77,16.0
2011,serbia,russian federation,4,RS,SRB,RU,RUS,77,17.0
2011,serbia,slovenia,10,RS,SRB,SI,SVN,96,13.0
2011,serbia,spain,0,RS,SRB,ES,ESP,50,23.0
2011,serbia,sweden,1,RS,SRB,SE,SWE,185,3.0
2011,serbia,switzerland,5,RS,SRB,CH,CHE,19,25.0
2011,serbia,ukraine,6,RS,SRB,UA,UKR,159,4.0
2011,serbia,united kingdom,0,RS,SRB,GB,GBR,100,11.0
2011,slovakia,austria,3,SK,SVK,AT,AUT,64,18.0
2011,slovakia,azerbaijan,7,SK,SVK,AZ,AZE,221,1.0
2011,slovakia,bosnia and herzegovina,0,SK,SVK,BA,BIH,125,6.0
2011,slovakia,denmark,6,SK,SVK,DK,DNK,134,5.0
2011,slovakia,estonia,0,SK,SVK,EE,EST,44,24.0
2011,slovakia,finland,0,SK,SVK,FI,FIN,57,21.0
2011,slovakia,france,0,SK,SVK,FR,FRA,82,15.0
2011,slovakia,georgia,0,SK,SVK,GE,GEO,110,9.0
2011,slovakia,germany,0,SK,SVK,DE,DEU,107,10.0
2011,slovakia,greece,0,SK,SVK,GR,GRC,120,7.0
2011,slovakia,hungary,0,SK,SVK,HU,HUN,53,22.0
2011,slovakia,iceland,0,SK,SVK,IS,ISL,61,20.0
2011,slovakia,ireland,8,SK,SVK,IE,IRL,119,8.0
2011,slovakia,italy,0,SK,SVK,IT,ITA,189,2.0
2011,slovakia,lithuania,0,SK,SVK,LT,LTU,63,19.0
2011,slovakia,"moldova, republic of",5,SK,SVK,MD,MDA,97,12.0
2011,slovakia,romania,0,SK,SVK,RO,ROU,77,16.0
2011,slovakia,russian federation,0,SK,SVK,RU,RUS,77,17.0
2011,slovakia,serbia,0,SK,SVK,RS,SRB,85,14.0
2011,slovakia,slovenia,1,SK,SVK,SI,SVN,96,13.0
2011,slovakia,spain,2,SK,SVK,ES,ESP,50,23.0
2011,slovakia,sweden,10,SK,SVK,SE,SWE,185,3.0
2011,slovakia,switzerland,4,SK,SVK,CH,CHE,19,25.0
2011,slovakia,ukraine,12,SK,SVK,UA,UKR,159,4.0
2011,slovakia,united kingdom,0,SK,SVK,GB,GBR,100,11.0
2011,slovenia,austria,5,SI,SVN,AT,AUT,64,18.0
2011,slovenia,azerbaijan,0,SI,SVN,AZ,AZE,221,1.0
2011,slovenia,bosnia and herzegovina,12,SI,SVN,BA,BIH,125,6.0
2011,slovenia,denmark,8,SI,SVN,DK,DNK,134,5.0
2011,slovenia,estonia,0,SI,SVN,EE,EST,44,24.0
2011,slovenia,finland,0,SI,SVN,FI,FIN,57,21.0
2011,slovenia,france,0,SI,SVN,FR,FRA,82,15.0
2011,slovenia,georgia,0,SI,SVN,GE,GEO,110,9.0
2011,slovenia,germany,7,SI,SVN,DE,DEU,107,10.0
2011,slovenia,greece,0,SI,SVN,GR,GRC,120,7.0
2011,slovenia,hungary,0,SI,SVN,HU,HUN,53,22.0
2011,slovenia,iceland,0,SI,SVN,IS,ISL,61,20.0
2011,slovenia,ireland,0,SI,SVN,IE,IRL,119,8.0
2011,slovenia,italy,3,SI,SVN,IT,ITA,189,2.0
2011,slovenia,lithuania,0,SI,SVN,LT,LTU,63,19.0
2011,slovenia,"moldova, republic of",0,SI,SVN,MD,MDA,97,12.0
2011,slovenia,romania,0,SI,SVN,RO,ROU,77,16.0
2011,slovenia,russian federation,0,SI,SVN,RU,RUS,77,17.0
2011,slovenia,serbia,10,SI,SVN,RS,SRB,85,14.0
2011,slovenia,spain,2,SI,SVN,ES,ESP,50,23.0
2011,slovenia,sweden,4,SI,SVN,SE,SWE,185,3.0
2011,slovenia,switzerland,0,SI,SVN,CH,CHE,19,25.0
2011,slovenia,ukraine,6,SI,SVN,UA,UKR,159,4.0
2011,slovenia,united kingdom,1,SI,SVN,GB,GBR,100,11.0
2011,spain,austria,0,ES,ESP,AT,AUT,64,18.0
2011,spain,azerbaijan,0,ES,ESP,AZ,AZE,221,1.0
2011,spain,bosnia and herzegovina,0,ES,ESP,BA,BIH,125,6.0
2011,spain,denmark,0,ES,ESP,DK,DNK,134,5.0
2011,spain,estonia,0,ES,ESP,EE,EST,44,24.0
2011,spain,finland,0,ES,ESP,FI,FIN,57,21.0
2011,spain,france,10,ES,ESP,FR,FRA,82,15.0
2011,spain,georgia,0,ES,ESP,GE,GEO,110,9.0
2011,spain,germany,3,ES,ESP,DE,DEU,107,10.0
2011,spain,greece,0,ES,ESP,GR,GRC,120,7.0
2011,spain,hungary,6,ES,ESP,HU,HUN,53,22.0
2011,spain,iceland,2,ES,ESP,IS,ISL,61,20.0
2011,spain,ireland,7,ES,ESP,IE,IRL,119,8.0
2011,spain,italy,12,ES,ESP,IT,ITA,189,2.0
2011,spain,lithuania,1,ES,ESP,LT,LTU,63,19.0
2011,spain,"moldova, republic of",0,ES,ESP,MD,MDA,97,12.0
2011,spain,romania,8,ES,ESP,RO,ROU,77,16.0
2011,spain,russian federation,0,ES,ESP,RU,RUS,77,17.0
2011,spain,serbia,4,ES,ESP,RS,SRB,85,14.0
2011,spain,slovenia,0,ES,ESP,SI,SVN,96,13.0
2011,spain,sweden,5,ES,ESP,SE,SWE,185,3.0
2011,spain,switzerland,0,ES,ESP,CH,CHE,19,25.0
2011,spain,ukraine,0,ES,ESP,UA,UKR,159,4.0
2011,spain,united kingdom,0,ES,ESP,GB,GBR,100,11.0
2011,sweden,austria,4,SE,SWE,AT,AUT,64,18.0
2011,sweden,azerbaijan,3,SE,SWE,AZ,AZE,221,1.0
2011,sweden,bosnia and herzegovina,8,SE,SWE,BA,BIH,125,6.0
2011,sweden,denmark,10,SE,SWE,DK,DNK,134,5.0
2011,sweden,estonia,0,SE,SWE,EE,EST,44,24.0
2011,sweden,finland,7,SE,SWE,FI,FIN,57,21.0
2011,sweden,france,0,SE,SWE,FR,FRA,82,15.0
2011,sweden,georgia,0,SE,SWE,GE,GEO,110,9.0
2011,sweden,germany,6,SE,SWE,DE,DEU,107,10.0
2011,sweden,greece,0,SE,SWE,GR,GRC,120,7.0
2011,sweden,hungary,5,SE,SWE,HU,HUN,53,22.0
2011,sweden,iceland,1,SE,SWE,IS,ISL,61,20.0
2011,sweden,ireland,12,SE,SWE,IE,IRL,119,8.0
2011,sweden,italy,0,SE,SWE,IT,ITA,189,2.0
2011,sweden,lithuania,0,SE,SWE,LT,LTU,63,19.0
2011,sweden,"moldova, republic of",0,SE,SWE,MD,MDA,97,12.0
2011,sweden,romania,0,SE,SWE,RO,ROU,77,16.0
2011,sweden,russian federation,0,SE,SWE,RU,RUS,77,17.0
2011,sweden,serbia,0,SE,SWE,RS,SRB,85,14.0
2011,sweden,slovenia,0,SE,SWE,SI,SVN,96,13.0
2011,sweden,spain,0,SE,SWE,ES,ESP,50,23.0
2011,sweden,switzerland,0,SE,SWE,CH,CHE,19,25.0
2011,sweden,ukraine,2,SE,SWE,UA,UKR,159,4.0
2011,sweden,united kingdom,0,SE,SWE,GB,GBR,100,11.0
2011,switzerland,austria,7,CH,CHE,AT,AUT,64,18.0
2011,switzerland,azerbaijan,1,CH,CHE,AZ,AZE,221,1.0
2011,switzerland,bosnia and herzegovina,12,CH,CHE,BA,BIH,125,6.0
2011,switzerland,denmark,0,CH,CHE,DK,DNK,134,5.0
2011,switzerland,estonia,0,CH,CHE,EE,EST,44,24.0
2011,switzerland,finland,5,CH,CHE,FI,FIN,57,21.0
2011,switzerland,france,0,CH,CHE,FR,FRA,82,15.0
2011,switzerland,georgia,0,CH,CHE,GE,GEO,110,9.0
2011,switzerland,germany,8,CH,CHE,DE,DEU,107,10.0
2011,switzerland,greece,2,CH,CHE,GR,GRC,120,7.0
2011,switzerland,hungary,0,CH,CHE,HU,HUN,53,22.0
2011,switzerland,iceland,10,CH,CHE,IS,ISL,61,20.0
2011,switzerland,ireland,0,CH,CHE,IE,IRL,119,8.0
2011,switzerland,italy,4,CH,CHE,IT,ITA,189,2.0
2011,switzerland,lithuania,0,CH,CHE,LT,LTU,63,19.0
2011,switzerland,"moldova, republic of",0,CH,CHE,MD,MDA,97,12.0
2011,switzerland,romania,0,CH,CHE,RO,ROU,77,16.0
2011,switzerland,russian federation,0,CH,CHE,RU,RUS,77,17.0
2011,switzerland,serbia,6,CH,CHE,RS,SRB,85,14.0
2011,switzerland,slovenia,0,CH,CHE,SI,SVN,96,13.0
2011,switzerland,spain,3,CH,CHE,ES,ESP,50,23.0
2011,switzerland,sweden,0,CH,CHE,SE,SWE,185,3.0
2011,switzerland,ukraine,0,CH,CHE,UA,UKR,159,4.0
2011,switzerland,united kingdom,0,CH,CHE,GB,GBR,100,11.0
2011,netherlands,austria,1,NL,NLD,AT,AUT,64,18.0
2011,netherlands,azerbaijan,6,NL,NLD,AZ,AZE,221,1.0
2011,netherlands,bosnia and herzegovina,8,NL,NLD,BA,BIH,125,6.0
2011,netherlands,denmark,12,NL,NLD,DK,DNK,134,5.0
2011,netherlands,estonia,0,NL,NLD,EE,EST,44,24.0
2011,netherlands,finland,0,NL,NLD,FI,FIN,57,21.0
2011,netherlands,france,0,NL,NLD,FR,FRA,82,15.0
2011,netherlands,georgia,0,NL,NLD,GE,GEO,110,9.0
2011,netherlands,germany,7,NL,NLD,DE,DEU,107,10.0
2011,netherlands,greece,0,NL,NLD,GR,GRC,120,7.0
2011,netherlands,hungary,0,NL,NLD,HU,HUN,53,22.0
2011,netherlands,iceland,0,NL,NLD,IS,ISL,61,20.0
2011,netherlands,ireland,5,NL,NLD,IE,IRL,119,8.0
2011,netherlands,italy,0,NL,NLD,IT,ITA,189,2.0
2011,netherlands,lithuania,0,NL,NLD,LT,LTU,63,19.0
2011,netherlands,"moldova, republic of",0,NL,NLD,MD,MDA,97,12.0
2011,netherlands,romania,4,NL,NLD,RO,ROU,77,16.0
2011,netherlands,russian federation,0,NL,NLD,RU,RUS,77,17.0
2011,netherlands,serbia,3,NL,NLD,RS,SRB,85,14.0
2011,netherlands,slovenia,2,NL,NLD,SI,SVN,96,13.0
2011,netherlands,spain,0,NL,NLD,ES,ESP,50,23.0
2011,netherlands,sweden,10,NL,NLD,SE,SWE,185,3.0
2011,netherlands,switzerland,0,NL,NLD,CH,CHE,19,25.0
2011,netherlands,ukraine,0,NL,NLD,UA,UKR,159,4.0
2011,netherlands,united kingdom,0,NL,NLD,GB,GBR,100,11.0
2011,turkey,austria,1,TR,TUR,AT,AUT,64,18.0
2011,turkey,azerbaijan,12,TR,TUR,AZ,AZE,221,1.0
2011,turkey,bosnia and herzegovina,10,TR,TUR,BA,BIH,125,6.0
2011,turkey,denmark,0,TR,TUR,DK,DNK,134,5.0
2011,turkey,estonia,0,TR,TUR,EE,EST,44,24.0
2011,turkey,finland,0,TR,TUR,FI,FIN,57,21.0
2011,turkey,france,0,TR,TUR,FR,FRA,82,15.0
2011,turkey,georgia,8,TR,TUR,GE,GEO,110,9.0
2011,turkey,germany,3,TR,TUR,DE,DEU,107,10.0
2011,turkey,greece,0,TR,TUR,GR,GRC,120,7.0
2011,turkey,hungary,0,TR,TUR,HU,HUN,53,22.0
2011,turkey,iceland,0,TR,TUR,IS,ISL,61,20.0
2011,turkey,ireland,0,TR,TUR,IE,IRL,119,8.0
2011,turkey,italy,0,TR,TUR,IT,ITA,189,2.0
2011,turkey,lithuania,0,TR,TUR,LT,LTU,63,19.0
2011,turkey,"moldova, republic of",0,TR,TUR,MD,MDA,97,12.0
2011,turkey,romania,5,TR,TUR,RO,ROU,77,16.0
2011,turkey,russian federation,0,TR,TUR,RU,RUS,77,17.0
2011,turkey,serbia,0,TR,TUR,RS,SRB,85,14.0
2011,turkey,slovenia,2,TR,TUR,SI,SVN,96,13.0
2011,turkey,spain,0,TR,TUR,ES,ESP,50,23.0
2011,turkey,sweden,4,TR,TUR,SE,SWE,185,3.0
2011,turkey,switzerland,0,TR,TUR,CH,CHE,19,25.0
2011,turkey,ukraine,7,TR,TUR,UA,UKR,159,4.0
2011,turkey,united kingdom,6,TR,TUR,GB,GBR,100,11.0
2011,ukraine,austria,0,UA,UKR,AT,AUT,64,18.0
2011,ukraine,azerbaijan,10,UA,UKR,AZ,AZE,221,1.0
2011,ukraine,bosnia and herzegovina,0,UA,UKR,BA,BIH,125,6.0
2011,ukraine,denmark,0,UA,UKR,DK,DNK,134,5.0
2011,ukraine,estonia,2,UA,UKR,EE,EST,44,24.0
2011,ukraine,finland,0,UA,UKR,FI,FIN,57,21.0
2011,ukraine,france,5,UA,UKR,FR,FRA,82,15.0
2011,ukraine,georgia,12,UA,UKR,GE,GEO,110,9.0
2011,ukraine,germany,0,UA,UKR,DE,DEU,107,10.0
2011,ukraine,greece,6,UA,UKR,GR,GRC,120,7.0
2011,ukraine,hungary,4,UA,UKR,HU,HUN,53,22.0
2011,ukraine,iceland,0,UA,UKR,IS,ISL,61,20.0
2011,ukraine,ireland,0,UA,UKR,IE,IRL,119,8.0
2011,ukraine,italy,0,UA,UKR,IT,ITA,189,2.0
2011,ukraine,lithuania,0,UA,UKR,LT,LTU,63,19.0
2011,ukraine,"moldova, republic of",7,UA,UKR,MD,MDA,97,12.0
2011,ukraine,romania,0,UA,UKR,RO,ROU,77,16.0
2011,ukraine,russian federation,8,UA,UKR,RU,RUS,77,17.0
2011,ukraine,serbia,0,UA,UKR,RS,SRB,85,14.0
2011,ukraine,slovenia,0,UA,UKR,SI,SVN,96,13.0
2011,ukraine,spain,0,UA,UKR,ES,ESP,50,23.0
2011,ukraine,sweden,1,UA,UKR,SE,SWE,185,3.0
2011,ukraine,switzerland,0,UA,UKR,CH,CHE,19,25.0
2011,ukraine,united kingdom,3,UA,UKR,GB,GBR,100,11.0
2011,united kingdom,austria,2,GB,GBR,AT,AUT,64,18.0
2011,united kingdom,azerbaijan,0,GB,GBR,AZ,AZE,221,1.0
2011,united kingdom,bosnia and herzegovina,0,GB,GBR,BA,BIH,125,6.0
2011,united kingdom,denmark,5,GB,GBR,DK,DNK,134,5.0
2011,united kingdom,estonia,0,GB,GBR,EE,EST,44,24.0
2011,united kingdom,finland,0,GB,GBR,FI,FIN,57,21.0
2011,united kingdom,france,0,GB,GBR,FR,FRA,82,15.0
2011,united kingdom,georgia,0,GB,GBR,GE,GEO,110,9.0
2011,united kingdom,germany,0,GB,GBR,DE,DEU,107,10.0
2011,united kingdom,greece,0,GB,GBR,GR,GRC,120,7.0
2011,united kingdom,hungary,0,GB,GBR,HU,HUN,53,22.0
2011,united kingdom,iceland,4,GB,GBR,IS,ISL,61,20.0
2011,united kingdom,ireland,12,GB,GBR,IE,IRL,119,8.0
2011,united kingdom,italy,7,GB,GBR,IT,ITA,189,2.0
2011,united kingdom,lithuania,6,GB,GBR,LT,LTU,63,19.0
2011,united kingdom,"moldova, republic of",8,GB,GBR,MD,MDA,97,12.0
2011,united kingdom,romania,0,GB,GBR,RO,ROU,77,16.0
2011,united kingdom,russian federation,0,GB,GBR,RU,RUS,77,17.0
2011,united kingdom,serbia,0,GB,GBR,RS,SRB,85,14.0
2011,united kingdom,slovenia,0,GB,GBR,SI,SVN,96,13.0
2011,united kingdom,spain,1,GB,GBR,ES,ESP,50,23.0
2011,united kingdom,sweden,3,GB,GBR,SE,SWE,185,3.0
2011,united kingdom,switzerland,10,GB,GBR,CH,CHE,19,25.0
2011,united kingdom,ukraine,0,GB,GBR,UA,UKR,159,4.0
2012,albania,azerbaijan,4,AL,ALB,AZ,AZE,150,4.0
2012,albania,bosnia and herzegovina,0,AL,ALB,BA,BIH,55,18.0
2012,albania,cyprus,6,AL,ALB,CY,CYP,65,15.0
2012,albania,denmark,0,AL,ALB,DK,DNK,21,22.0
2012,albania,estonia,0,AL,ALB,EE,EST,120,6.0
2012,albania,north macedonia,8,AL,ALB,MK,MKD,71,12.0
2012,albania,france,0,AL,ALB,FR,FRA,21,23.0
2012,albania,germany,2,AL,ALB,DE,DEU,110,8.0
2012,albania,greece,12,AL,ALB,GR,GRC,64,17.0
2012,albania,hungary,0,AL,ALB,HU,HUN,19,24.0
2012,albania,iceland,0,AL,ALB,IS,ISL,46,19.0
2012,albania,ireland,0,AL,ALB,IE,IRL,46,20.0
2012,albania,italy,7,AL,ALB,IT,ITA,101,9.0
2012,albania,lithuania,0,AL,ALB,LT,LTU,70,14.0
2012,albania,malta,0,AL,ALB,MT,MLT,41,21.0
2012,albania,"moldova, republic of",0,AL,ALB,MD,MDA,81,11.0
2012,albania,norway,0,AL,ALB,NO,NOR,7,26.0
2012,albania,romania,0,AL,ALB,RO,ROU,71,13.0
2012,albania,russian federation,3,AL,ALB,RU,RUS,259,2.0
2012,albania,serbia,1,AL,ALB,RS,SRB,214,3.0
2012,albania,spain,0,AL,ALB,ES,ESP,97,10.0
2012,albania,sweden,5,AL,ALB,SE,SWE,372,1.0
2012,albania,turkey,10,AL,ALB,TR,TUR,112,7.0
2012,albania,ukraine,0,AL,ALB,UA,UKR,65,16.0
2012,albania,united kingdom,0,AL,ALB,GB,GBR,12,25.0
2012,austria,albania,8,AT,AUT,AL,ALB,146,5.0
2012,austria,azerbaijan,0,AT,AUT,AZ,AZE,150,4.0
2012,austria,bosnia and herzegovina,7,AT,AUT,BA,BIH,55,18.0
2012,austria,cyprus,0,AT,AUT,CY,CYP,65,15.0
2012,austria,denmark,0,AT,AUT,DK,DNK,21,22.0
2012,austria,estonia,0,AT,AUT,EE,EST,120,6.0
2012,austria,north macedonia,0,AT,AUT,MK,MKD,71,12.0
2012,austria,france,2,AT,AUT,FR,FRA,21,23.0
2012,austria,germany,4,AT,AUT,DE,DEU,110,8.0
2012,austria,greece,0,AT,AUT,GR,GRC,64,17.0
2012,austria,hungary,0,AT,AUT,HU,HUN,19,24.0
2012,austria,iceland,0,AT,AUT,IS,ISL,46,19.0
2012,austria,ireland,0,AT,AUT,IE,IRL,46,20.0
2012,austria,italy,0,AT,AUT,IT,ITA,101,9.0
2012,austria,lithuania,0,AT,AUT,LT,LTU,70,14.0
2012,austria,malta,0,AT,AUT,MT,MLT,41,21.0
2012,austria,"moldova, republic of",1,AT,AUT,MD,MDA,81,11.0
2012,austria,norway,0,AT,AUT,NO,NOR,7,26.0
2012,austria,romania,0,AT,AUT,RO,ROU,71,13.0
2012,austria,russian federation,5,AT,AUT,RU,RUS,259,2.0
2012,austria,serbia,10,AT,AUT,RS,SRB,214,3.0
2012,austria,spain,6,AT,AUT,ES,ESP,97,10.0
2012,austria,sweden,12,AT,AUT,SE,SWE,372,1.0
2012,austria,turkey,3,AT,AUT,TR,TUR,112,7.0
2012,austria,ukraine,0,AT,AUT,UA,UKR,65,16.0
2012,austria,united kingdom,0,AT,AUT,GB,GBR,12,25.0
2012,azerbaijan,albania,0,AZ,AZE,AL,ALB,146,5.0
2012,azerbaijan,bosnia and herzegovina,0,AZ,AZE,BA,BIH,55,18.0
2012,azerbaijan,cyprus,2,AZ,AZE,CY,CYP,65,15.0
2012,azerbaijan,denmark,0,AZ,AZE,DK,DNK,21,22.0
2012,azerbaijan,estonia,0,AZ,AZE,EE,EST,120,6.0
2012,azerbaijan,north macedonia,0,AZ,AZE,MK,MKD,71,12.0
2012,azerbaijan,france,0,AZ,AZE,FR,FRA,21,23.0
2012,azerbaijan,germany,0,AZ,AZE,DE,DEU,110,8.0
2012,azerbaijan,greece,5,AZ,AZE,GR,GRC,64,17.0
2012,azerbaijan,hungary,0,AZ,AZE,HU,HUN,19,24.0
2012,azerbaijan,iceland,0,AZ,AZE,IS,ISL,46,19.0
2012,azerbaijan,ireland,1,AZ,AZE,IE,IRL,46,20.0
2012,azerbaijan,italy,0,AZ,AZE,IT,ITA,101,9.0
2012,azerbaijan,lithuania,4,AZ,AZE,LT,LTU,70,14.0
2012,azerbaijan,malta,8,AZ,AZE,MT,MLT,41,21.0
2012,azerbaijan,"moldova, republic of",0,AZ,AZE,MD,MDA,81,11.0
2012,azerbaijan,norway,0,AZ,AZE,NO,NOR,7,26.0
2012,azerbaijan,romania,6,AZ,AZE,RO,ROU,71,13.0
2012,azerbaijan,russian federation,10,AZ,AZE,RU,RUS,259,2.0
2012,azerbaijan,serbia,0,AZ,AZE,RS,SRB,214,3.0
2012,azerbaijan,spain,0,AZ,AZE,ES,ESP,97,10.0
2012,azerbaijan,sweden,7,AZ,AZE,SE,SWE,372,1.0
2012,azerbaijan,turkey,12,AZ,AZE,TR,TUR,112,7.0
2012,azerbaijan,ukraine,3,AZ,AZE,UA,UKR,65,16.0
2012,azerbaijan,united kingdom,0,AZ,AZE,GB,GBR,12,25.0
2012,belarus,albania,0,BY,BLR,AL,ALB,146,5.0
2012,belarus,azerbaijan,7,BY,BLR,AZ,AZE,150,4.0
2012,belarus,bosnia and herzegovina,0,BY,BLR,BA,BIH,55,18.0
2012,belarus,cyprus,0,BY,BLR,CY,CYP,65,15.0
2012,belarus,denmark,0,BY,BLR,DK,DNK,21,22.0
2012,belarus,estonia,4,BY,BLR,EE,EST,120,6.0
2012,belarus,north macedonia,2,BY,BLR,MK,MKD,71,12.0
2012,belarus,france,0,BY,BLR,FR,FRA,21,23.0
2012,belarus,germany,0,BY,BLR,DE,DEU,110,8.0
2012,belarus,greece,0,BY,BLR,GR,GRC,64,17.0
2012,belarus,hungary,0,BY,BLR,HU,HUN,19,24.0
2012,belarus,iceland,0,BY,BLR,IS,ISL,46,19.0
2012,belarus,ireland,1,BY,BLR,IE,IRL,46,20.0
2012,belarus,italy,0,BY,BLR,IT,ITA,101,9.0
2012,belarus,lithuania,8,BY,BLR,LT,LTU,70,14.0
2012,belarus,malta,3,BY,BLR,MT,MLT,41,21.0
2012,belarus,"moldova, republic of",5,BY,BLR,MD,MDA,81,11.0
2012,belarus,norway,0,BY,BLR,NO,NOR,7,26.0
2012,belarus,romania,0,BY,BLR,RO,ROU,71,13.0
2012,belarus,russian federation,12,BY,BLR,RU,RUS,259,2.0
2012,belarus,serbia,0,BY,BLR,RS,SRB,214,3.0
2012,belarus,spain,0,BY,BLR,ES,ESP,97,10.0
2012,belarus,sweden,6,BY,BLR,SE,SWE,372,1.0
2012,belarus,turkey,0,BY,BLR,TR,TUR,112,7.0
2012,belarus,ukraine,10,BY,BLR,UA,UKR,65,16.0
2012,belarus,united kingdom,0,BY,BLR,GB,GBR,12,25.0
2012,belgium,albania,10,BE,BEL,AL,ALB,146,5.0
2012,belgium,azerbaijan,0,BE,BEL,AZ,AZE,150,4.0
2012,belgium,bosnia and herzegovina,0,BE,BEL,BA,BIH,55,18.0
2012,belgium,cyprus,0,BE,BEL,CY,CYP,65,15.0
2012,belgium,denmark,0,BE,BEL,DK,DNK,21,22.0
2012,belgium,estonia,0,BE,BEL,EE,EST,120,6.0
2012,belgium,north macedonia,0,BE,BEL,MK,MKD,71,12.0
2012,belgium,france,0,BE,BEL,FR,FRA,21,23.0
2012,belgium,germany,0,BE,BEL,DE,DEU,110,8.0
2012,belgium,greece,2,BE,BEL,GR,GRC,64,17.0
2012,belgium,hungary,0,BE,BEL,HU,HUN,19,24.0
2012,belgium,iceland,0,BE,BEL,IS,ISL,46,19.0
2012,belgium,ireland,4,BE,BEL,IE,IRL,46,20.0
2012,belgium,italy,0,BE,BEL,IT,ITA,101,9.0
2012,belgium,lithuania,0,BE,BEL,LT,LTU,70,14.0
2012,belgium,malta,0,BE,BEL,MT,MLT,41,21.0
2012,belgium,"moldova, republic of",0,BE,BEL,MD,MDA,81,11.0
2012,belgium,norway,0,BE,BEL,NO,NOR,7,26.0
2012,belgium,romania,3,BE,BEL,RO,ROU,71,13.0
2012,belgium,russian federation,8,BE,BEL,RU,RUS,259,2.0
2012,belgium,serbia,5,BE,BEL,RS,SRB,214,3.0
2012,belgium,spain,6,BE,BEL,ES,ESP,97,10.0
2012,belgium,sweden,12,BE,BEL,SE,SWE,372,1.0
2012,belgium,turkey,7,BE,BEL,TR,TUR,112,7.0
2012,belgium,ukraine,0,BE,BEL,UA,UKR,65,16.0
2012,belgium,united kingdom,1,BE,BEL,GB,GBR,12,25.0
2012,bosnia and herzegovina,albania,6,BA,BIH,AL,ALB,146,5.0
2012,bosnia and herzegovina,azerbaijan,7,BA,BIH,AZ,AZE,150,4.0
2012,bosnia and herzegovina,cyprus,0,BA,BIH,CY,CYP,65,15.0
2012,bosnia and herzegovina,denmark,0,BA,BIH,DK,DNK,21,22.0
2012,bosnia and herzegovina,estonia,0,BA,BIH,EE,EST,120,6.0
2012,bosnia and herzegovina,north macedonia,12,BA,BIH,MK,MKD,71,12.0
2012,bosnia and herzegovina,france,2,BA,BIH,FR,FRA,21,23.0
2012,bosnia and herzegovina,germany,0,BA,BIH,DE,DEU,110,8.0
