year,from_country,to_country,points,from_code2,from_code3,to_code2,to_code3,total_points,rank,Country_code2_x,Voting_Languages,Country,Artist,Language_sung,Year,Country_code2_y,Country_code3,Contains_English,Contains_NonEnglish,Official_languages,Contains_Multiple_Languages,Number_of_Languages,Contains_Own_Language,Contains_Voting_Language,gender
2000,russian federation,iceland,0,RU,RUS,IS,ISL,45,12.0,RU,russian,iceland,August & Telma,['english'],2000,IS,ISL,True,False,icelandic icelandic sign language,False,1,False,False,group
2000,russian federation,ireland,0,RU,RUS,IE,IRL,92,6.0,RU,russian,ireland,Eamonn Toal,['english'],2000,IE,IRL,True,False,irish english,False,1,True,False,male
2000,russian federation,israel,0,RU,RUS,IL,ISR,7,22.0,RU,russian,israel,PingPong,"['hebrew', 'english']",2000,IL,ISR,True,True,hebrew,True,2,True,False,group
2000,russian federation,latvia,1,RU,RUS,LV,LVA,136,3.0,RU,russian,latvia,Brainstorm,['english'],2000,LV,LVA,True,False,latvian,False,1,False,False,group
2000,russian federation,malta,8,RU,RUS,MT,MLT,73,8.0,RU,russian,malta,Claudette Pace,"['english', 'maltese']",2000,MT,MLT,True,True,maltese english,True,2,True,False,female
2000,russian federation,norway,0,RU,RUS,NO,NOR,57,11.0,RU,russian,norway,Charmed,['english'],2000,NO,NOR,True,False,norwegian sami languages,False,1,False,False,group
2000,russian federation,romania,6,RU,RUS,RO,ROU,25,17.0,RU,russian,romania,Taxi,['english'],2000,RO,ROU,True,False,romanian,False,1,False,False,group
2000,russian federation,spain,2,RU,RUS,ES,ESP,18,19.0,RU,russian,spain,Serafín Zubiri (2),['spanish'],2000,ES,ESP,False,True,spanish,False,1,True,False,male
2000,russian federation,sweden,0,RU,RUS,SE,SWE,88,7.0,RU,russian,sweden,Roger Pontare (2),['english'],2000,SE,SWE,True,False,swedish,False,1,False,False,male
2000,russian federation,switzerland,5,RU,RUS,CH,CHE,14,20.0,RU,russian,switzerland,Jane Bogaert,['italian'],2000,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,male
2000,russian federation,netherlands,0,RU,RUS,NL,NLD,40,13.0,RU,russian,netherlands,Linda Wagenmakers,['english'],2000,NL,NLD,True,False,dutch frisian in the province friesland,False,1,False,False,female
2000,russian federation,turkey,0,RU,RUS,TR,TUR,59,10.0,RU,russian,turkey,Pınar Ayhan & The S.O.S.,"['turkish', 'english']",2000,TR,TUR,True,True,turkish,True,2,True,False,group
2000,russian federation,united kingdom,0,RU,RUS,GB,GBR,28,16.0,RU,russian,united kingdom,Nicki French,['english'],2000,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
2000,spain,austria,8,ES,ESP,AT,AUT,34,14.0,ES,spanish,austria,The Rounder Girls,['english'],2000,AT,AUT,True,False,german,False,1,False,False,group
2000,spain,belgium,0,ES,ESP,BE,BEL,2,24.0,ES,spanish,belgium,Nathalie Sorce,['french'],2000,BE,BEL,False,True,dutch french german,False,1,True,False,female
2000,spain,croatia,2,ES,ESP,HR,HRV,70,9.0,ES,spanish,croatia,Goran Karan,['croatian'],2000,HR,HRV,False,True,croatian,False,1,True,False,male
2000,spain,cyprus,0,ES,ESP,CY,CYP,8,21.0,ES,spanish,cyprus,Voice,"['greek', 'italian']",2000,CY,CYP,False,True,greek turkish,True,2,True,False,group
2000,spain,denmark,10,ES,ESP,DK,DNK,195,1.0,ES,spanish,denmark,Olsen Brothers,['english'],2000,DK,DNK,True,False,danish,False,1,False,False,group
2000,spain,estonia,0,ES,ESP,EE,EST,98,4.0,ES,spanish,estonia,Ines,['english'],2000,EE,EST,True,False,võro estonian,False,1,False,False,female
2000,spain,north macedonia,0,ES,ESP,MK,MKD,29,15.0,ES,spanish,north macedonia,XXL,"['macedonian', 'english']",2000,MK,MKD,True,True,macedonian albanian,True,2,True,False,group
2000,spain,finland,0,ES,ESP,FI,FIN,18,18.0,ES,spanish,finland,Nina Åström,['english'],2000,FI,FIN,True,False,finnish swedish,False,1,False,False,female
2000,spain,france,0,ES,ESP,FR,FRA,5,23.0,ES,spanish,france,Sofia Mestari,['french'],2000,FR,FRA,False,True,breton corsican french,False,1,True,False,female
2000,spain,germany,12,ES,ESP,DE,DEU,96,5.0,ES,spanish,germany,Stefan Raab,"['german', 'english']",2000,DE,DEU,True,True,german,True,2,True,False,male
2000,spain,iceland,0,ES,ESP,IS,ISL,45,12.0,ES,spanish,iceland,August & Telma,['english'],2000,IS,ISL,True,False,icelandic icelandic sign language,False,1,False,False,group
2000,spain,ireland,3,ES,ESP,IE,IRL,92,6.0,ES,spanish,ireland,Eamonn Toal,['english'],2000,IE,IRL,True,False,irish english,False,1,True,False,male
2000,spain,israel,0,ES,ESP,IL,ISR,7,22.0,ES,spanish,israel,PingPong,"['hebrew', 'english']",2000,IL,ISR,True,True,hebrew,True,2,True,False,group
2000,spain,latvia,7,ES,ESP,LV,LVA,136,3.0,ES,spanish,latvia,Brainstorm,['english'],2000,LV,LVA,True,False,latvian,False,1,False,False,group
2000,spain,malta,1,ES,ESP,MT,MLT,73,8.0,ES,spanish,malta,Claudette Pace,"['english', 'maltese']",2000,MT,MLT,True,True,maltese english,True,2,True,False,female
2000,spain,norway,0,ES,ESP,NO,NOR,57,11.0,ES,spanish,norway,Charmed,['english'],2000,NO,NOR,True,False,norwegian sami languages,False,1,False,False,group
2000,spain,romania,0,ES,ESP,RO,ROU,25,17.0,ES,spanish,romania,Taxi,['english'],2000,RO,ROU,True,False,romanian,False,1,False,False,group
2000,spain,russian federation,5,ES,ESP,RU,RUS,155,2.0,ES,spanish,russian federation,Alsou,['english'],2000,RU,RUS,True,False,russian,False,1,False,False,female
2000,spain,sweden,6,ES,ESP,SE,SWE,88,7.0,ES,spanish,sweden,Roger Pontare (2),['english'],2000,SE,SWE,True,False,swedish,False,1,False,False,male
2000,spain,switzerland,0,ES,ESP,CH,CHE,14,20.0,ES,spanish,switzerland,Jane Bogaert,['italian'],2000,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,male
2000,spain,netherlands,4,ES,ESP,NL,NLD,40,13.0,ES,spanish,netherlands,Linda Wagenmakers,['english'],2000,NL,NLD,True,False,dutch frisian in the province friesland,False,1,False,False,female
2000,spain,turkey,0,ES,ESP,TR,TUR,59,10.0,ES,spanish,turkey,Pınar Ayhan & The S.O.S.,"['turkish', 'english']",2000,TR,TUR,True,True,turkish,True,2,True,False,group
2000,spain,united kingdom,0,ES,ESP,GB,GBR,28,16.0,ES,spanish,united kingdom,Nicki French,['english'],2000,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
2000,sweden,austria,0,SE,SWE,AT,AUT,34,14.0,SE,swedish,austria,The Rounder Girls,['english'],2000,AT,AUT,True,False,german,False,1,False,False,group
2000,sweden,belgium,0,SE,SWE,BE,BEL,2,24.0,SE,swedish,belgium,Nathalie Sorce,['french'],2000,BE,BEL,False,True,dutch french german,False,1,True,False,female
2000,sweden,croatia,0,SE,SWE,HR,HRV,70,9.0,SE,swedish,croatia,Goran Karan,['croatian'],2000,HR,HRV,False,True,croatian,False,1,True,False,male
2000,sweden,cyprus,0,SE,SWE,CY,CYP,8,21.0,SE,swedish,cyprus,Voice,"['greek', 'italian']",2000,CY,CYP,False,True,greek turkish,True,2,True,False,group
2000,sweden,denmark,12,SE,SWE,DK,DNK,195,1.0,SE,swedish,denmark,Olsen Brothers,['english'],2000,DK,DNK,True,False,danish,False,1,False,False,group
2000,sweden,estonia,6,SE,SWE,EE,EST,98,4.0,SE,swedish,estonia,Ines,['english'],2000,EE,EST,True,False,võro estonian,False,1,False,False,female
2000,sweden,north macedonia,0,SE,SWE,MK,MKD,29,15.0,SE,swedish,north macedonia,XXL,"['macedonian', 'english']",2000,MK,MKD,True,True,macedonian albanian,True,2,True,False,group
2000,sweden,finland,2,SE,SWE,FI,FIN,18,18.0,SE,swedish,finland,Nina Åström,['english'],2000,FI,FIN,True,False,finnish swedish,False,1,False,False,female
2000,sweden,france,0,SE,SWE,FR,FRA,5,23.0,SE,swedish,france,Sofia Mestari,['french'],2000,FR,FRA,False,True,breton corsican french,False,1,True,False,female
2000,sweden,germany,0,SE,SWE,DE,DEU,96,5.0,SE,swedish,germany,Stefan Raab,"['german', 'english']",2000,DE,DEU,True,True,german,True,2,True,False,male
2000,sweden,iceland,8,SE,SWE,IS,ISL,45,12.0,SE,swedish,iceland,August & Telma,['english'],2000,IS,ISL,True,False,icelandic icelandic sign language,False,1,False,False,group
2000,sweden,ireland,4,SE,SWE,IE,IRL,92,6.0,SE,swedish,ireland,Eamonn Toal,['english'],2000,IE,IRL,True,False,irish english,False,1,True,False,male
2000,sweden,israel,0,SE,SWE,IL,ISR,7,22.0,SE,swedish,israel,PingPong,"['hebrew', 'english']",2000,IL,ISR,True,True,hebrew,True,2,True,False,group
2000,sweden,latvia,10,SE,SWE,LV,LVA,136,3.0,SE,swedish,latvia,Brainstorm,['english'],2000,LV,LVA,True,False,latvian,False,1,False,False,group
2000,sweden,malta,3,SE,SWE,MT,MLT,73,8.0,SE,swedish,malta,Claudette Pace,"['english', 'maltese']",2000,MT,MLT,True,True,maltese english,True,2,True,False,female
2000,sweden,norway,7,SE,SWE,NO,NOR,57,11.0,SE,swedish,norway,Charmed,['english'],2000,NO,NOR,True,False,norwegian sami languages,False,1,False,False,group
2000,sweden,romania,0,SE,SWE,RO,ROU,25,17.0,SE,swedish,romania,Taxi,['english'],2000,RO,ROU,True,False,romanian,False,1,False,False,group
2000,sweden,russian federation,5,SE,SWE,RU,RUS,155,2.0,SE,swedish,russian federation,Alsou,['english'],2000,RU,RUS,True,False,russian,False,1,False,False,female
2000,sweden,spain,0,SE,SWE,ES,ESP,18,19.0,SE,swedish,spain,Serafín Zubiri (2),['spanish'],2000,ES,ESP,False,True,spanish,False,1,True,False,male
2000,sweden,switzerland,0,SE,SWE,CH,CHE,14,20.0,SE,swedish,switzerland,Jane Bogaert,['italian'],2000,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,male
2000,sweden,netherlands,0,SE,SWE,NL,NLD,40,13.0,SE,swedish,netherlands,Linda Wagenmakers,['english'],2000,NL,NLD,True,False,dutch frisian in the province friesland,False,1,False,False,female
2000,sweden,turkey,1,SE,SWE,TR,TUR,59,10.0,SE,swedish,turkey,Pınar Ayhan & The S.O.S.,"['turkish', 'english']",2000,TR,TUR,True,True,turkish,True,2,True,False,group
2000,sweden,united kingdom,0,SE,SWE,GB,GBR,28,16.0,SE,swedish,united kingdom,Nicki French,['english'],2000,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
2000,switzerland,austria,4,CH,CHE,AT,AUT,34,14.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,austria,The Rounder Girls,['english'],2000,AT,AUT,True,False,german,False,1,False,False,group
2000,switzerland,belgium,0,CH,CHE,BE,BEL,2,24.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,belgium,Nathalie Sorce,['french'],2000,BE,BEL,False,True,dutch french german,False,1,True,True,female
2000,switzerland,croatia,6,CH,CHE,HR,HRV,70,9.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,croatia,Goran Karan,['croatian'],2000,HR,HRV,False,True,croatian,False,1,True,False,male
2000,switzerland,cyprus,0,CH,CHE,CY,CYP,8,21.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,cyprus,Voice,"['greek', 'italian']",2000,CY,CYP,False,True,greek turkish,True,2,True,True,group
2000,switzerland,denmark,10,CH,CHE,DK,DNK,195,1.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,denmark,Olsen Brothers,['english'],2000,DK,DNK,True,False,danish,False,1,False,False,group
2000,switzerland,estonia,0,CH,CHE,EE,EST,98,4.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,estonia,Ines,['english'],2000,EE,EST,True,False,võro estonian,False,1,False,False,female
2000,switzerland,north macedonia,0,CH,CHE,MK,MKD,29,15.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,north macedonia,XXL,"['macedonian', 'english']",2000,MK,MKD,True,True,macedonian albanian,True,2,True,False,group
2000,switzerland,finland,0,CH,CHE,FI,FIN,18,18.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,finland,Nina Åström,['english'],2000,FI,FIN,True,False,finnish swedish,False,1,False,False,female
2000,switzerland,france,0,CH,CHE,FR,FRA,5,23.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,france,Sofia Mestari,['french'],2000,FR,FRA,False,True,breton corsican french,False,1,True,True,female
2000,switzerland,germany,12,CH,CHE,DE,DEU,96,5.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,germany,Stefan Raab,"['german', 'english']",2000,DE,DEU,True,True,german,True,2,True,True,male
2000,switzerland,iceland,0,CH,CHE,IS,ISL,45,12.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,iceland,August & Telma,['english'],2000,IS,ISL,True,False,icelandic icelandic sign language,False,1,False,False,group
2000,switzerland,ireland,8,CH,CHE,IE,IRL,92,6.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,ireland,Eamonn Toal,['english'],2000,IE,IRL,True,False,irish english,False,1,True,False,male
2000,switzerland,israel,0,CH,CHE,IL,ISR,7,22.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,israel,PingPong,"['hebrew', 'english']",2000,IL,ISR,True,True,hebrew,True,2,True,False,group
2000,switzerland,latvia,7,CH,CHE,LV,LVA,136,3.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,latvia,Brainstorm,['english'],2000,LV,LVA,True,False,latvian,False,1,False,False,group
2000,switzerland,malta,0,CH,CHE,MT,MLT,73,8.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,malta,Claudette Pace,"['english', 'maltese']",2000,MT,MLT,True,True,maltese english,True,2,True,False,female
2000,switzerland,norway,0,CH,CHE,NO,NOR,57,11.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,norway,Charmed,['english'],2000,NO,NOR,True,False,norwegian sami languages,False,1,False,False,group
2000,switzerland,romania,0,CH,CHE,RO,ROU,25,17.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,romania,Taxi,['english'],2000,RO,ROU,True,False,romanian,False,1,False,False,group
2000,switzerland,russian federation,2,CH,CHE,RU,RUS,155,2.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,russian federation,Alsou,['english'],2000,RU,RUS,True,False,russian,False,1,False,False,female
2000,switzerland,spain,1,CH,CHE,ES,ESP,18,19.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,spain,Serafín Zubiri (2),['spanish'],2000,ES,ESP,False,True,spanish,False,1,True,False,male
2000,switzerland,sweden,3,CH,CHE,SE,SWE,88,7.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,sweden,Roger Pontare (2),['english'],2000,SE,SWE,True,False,swedish,False,1,False,False,male
2000,switzerland,netherlands,0,CH,CHE,NL,NLD,40,13.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,netherlands,Linda Wagenmakers,['english'],2000,NL,NLD,True,False,dutch frisian in the province friesland,False,1,False,False,female
2000,switzerland,turkey,5,CH,CHE,TR,TUR,59,10.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,turkey,Pınar Ayhan & The S.O.S.,"['turkish', 'english']",2000,TR,TUR,True,True,turkish,True,2,True,False,group
2000,switzerland,united kingdom,0,CH,CHE,GB,GBR,28,16.0,CH,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,united kingdom,Nicki French,['english'],2000,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
2000,netherlands,austria,0,NL,NLD,AT,AUT,34,14.0,NL,dutch frisian in the province friesland,austria,The Rounder Girls,['english'],2000,AT,AUT,True,False,german,False,1,False,False,group
2000,netherlands,belgium,0,NL,NLD,BE,BEL,2,24.0,NL,dutch frisian in the province friesland,belgium,Nathalie Sorce,['french'],2000,BE,BEL,False,True,dutch french german,False,1,True,False,female
2000,netherlands,croatia,0,NL,NLD,HR,HRV,70,9.0,NL,dutch frisian in the province friesland,croatia,Goran Karan,['croatian'],2000,HR,HRV,False,True,croatian,False,1,True,False,male
2000,netherlands,cyprus,0,NL,NLD,CY,CYP,8,21.0,NL,dutch frisian in the province friesland,cyprus,Voice,"['greek', 'italian']",2000,CY,CYP,False,True,greek turkish,True,2,True,False,group
2000,netherlands,denmark,10,NL,NLD,DK,DNK,195,1.0,NL,dutch frisian in the province friesland,denmark,Olsen Brothers,['english'],2000,DK,DNK,True,False,danish,False,1,False,False,group
2000,netherlands,estonia,7,NL,NLD,EE,EST,98,4.0,NL,dutch frisian in the province friesland,estonia,Ines,['english'],2000,EE,EST,True,False,võro estonian,False,1,False,False,female
2000,netherlands,north macedonia,0,NL,NLD,MK,MKD,29,15.0,NL,dutch frisian in the province friesland,north macedonia,XXL,"['macedonian', 'english']",2000,MK,MKD,True,True,macedonian albanian,True,2,True,False,group
2000,netherlands,finland,5,NL,NLD,FI,FIN,18,18.0,NL,dutch frisian in the province friesland,finland,Nina Åström,['english'],2000,FI,FIN,True,False,finnish swedish,False,1,False,False,female
2000,netherlands,france,2,NL,NLD,FR,FRA,5,23.0,NL,dutch frisian in the province friesland,france,Sofia Mestari,['french'],2000,FR,FRA,False,True,breton corsican french,False,1,True,False,female
2000,netherlands,germany,8,NL,NLD,DE,DEU,96,5.0,NL,dutch frisian in the province friesland,germany,Stefan Raab,"['german', 'english']",2000,DE,DEU,True,True,german,True,2,True,False,male
2000,netherlands,iceland,0,NL,NLD,IS,ISL,45,12.0,NL,dutch frisian in the province friesland,iceland,August & Telma,['english'],2000,IS,ISL,True,False,icelandic icelandic sign language,False,1,False,False,group
2000,netherlands,ireland,3,NL,NLD,IE,IRL,92,6.0,NL,dutch frisian in the province friesland,ireland,Eamonn Toal,['english'],2000,IE,IRL,True,False,irish english,False,1,True,False,male
2000,netherlands,israel,0,NL,NLD,IL,ISR,7,22.0,NL,dutch frisian in the province friesland,israel,PingPong,"['hebrew', 'english']",2000,IL,ISR,True,True,hebrew,True,2,True,False,group
2000,netherlands,latvia,4,NL,NLD,LV,LVA,136,3.0,NL,dutch frisian in the province friesland,latvia,Brainstorm,['english'],2000,LV,LVA,True,False,latvian,False,1,False,False,group
2000,netherlands,malta,1,NL,NLD,MT,MLT,73,8.0,NL,dutch frisian in the province friesland,malta,Claudette Pace,"['english', 'maltese']",2000,MT,MLT,True,True,maltese english,True,2,True,False,female
2000,netherlands,norway,0,NL,NLD,NO,NOR,57,11.0,NL,dutch frisian in the province friesland,norway,Charmed,['english'],2000,NO,NOR,True,False,norwegian sami languages,False,1,False,False,group
2000,netherlands,romania,0,NL,NLD,RO,ROU,25,17.0,NL,dutch frisian in the province friesland,romania,Taxi,['english'],2000,RO,ROU,True,False,romanian,False,1,False,False,group
2000,netherlands,russian federation,0,NL,NLD,RU,RUS,155,2.0,NL,dutch frisian in the province friesland,russian federation,Alsou,['english'],2000,RU,RUS,True,False,russian,False,1,False,False,female
2000,netherlands,spain,0,NL,NLD,ES,ESP,18,19.0,NL,dutch frisian in the province friesland,spain,Serafín Zubiri (2),['spanish'],2000,ES,ESP,False,True,spanish,False,1,True,False,male
2000,netherlands,sweden,0,NL,NLD,SE,SWE,88,7.0,NL,dutch frisian in the province friesland,sweden,Roger Pontare (2),['english'],2000,SE,SWE,True,False,swedish,False,1,False,False,male
2000,netherlands,switzerland,6,NL,NLD,CH,CHE,14,20.0,NL,dutch frisian in the province friesland,switzerland,Jane Bogaert,['italian'],2000,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,male
2000,netherlands,turkey,12,NL,NLD,TR,TUR,59,10.0,NL,dutch frisian in the province friesland,turkey,Pınar Ayhan & The S.O.S.,"['turkish', 'english']",2000,TR,TUR,True,True,turkish,True,2,True,False,group
2000,netherlands,united kingdom,0,NL,NLD,GB,GBR,28,16.0,NL,dutch frisian in the province friesland,united kingdom,Nicki French,['english'],2000,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
2000,turkey,austria,4,TR,TUR,AT,AUT,34,14.0,TR,turkish,austria,The Rounder Girls,['english'],2000,AT,AUT,True,False,german,False,1,False,False,group
2000,turkey,belgium,0,TR,TUR,BE,BEL,2,24.0,TR,turkish,belgium,Nathalie Sorce,['french'],2000,BE,BEL,False,True,dutch french german,False,1,True,False,female
2000,turkey,croatia,8,TR,TUR,HR,HRV,70,9.0,TR,turkish,croatia,Goran Karan,['croatian'],2000,HR,HRV,False,True,croatian,False,1,True,False,male
2000,turkey,cyprus,0,TR,TUR,CY,CYP,8,21.0,TR,turkish,cyprus,Voice,"['greek', 'italian']",2000,CY,CYP,False,True,greek turkish,True,2,True,False,group
2000,turkey,denmark,1,TR,TUR,DK,DNK,195,1.0,TR,turkish,denmark,Olsen Brothers,['english'],2000,DK,DNK,True,False,danish,False,1,False,False,group
2000,turkey,estonia,2,TR,TUR,EE,EST,98,4.0,TR,turkish,estonia,Ines,['english'],2000,EE,EST,True,False,võro estonian,False,1,False,False,female
2000,turkey,north macedonia,0,TR,TUR,MK,MKD,29,15.0,TR,turkish,north macedonia,XXL,"['macedonian', 'english']",2000,MK,MKD,True,True,macedonian albanian,True,2,True,False,group
2000,turkey,finland,0,TR,TUR,FI,FIN,18,18.0,TR,turkish,finland,Nina Åström,['english'],2000,FI,FIN,True,False,finnish swedish,False,1,False,False,female
2000,turkey,france,0,TR,TUR,FR,FRA,5,23.0,TR,turkish,france,Sofia Mestari,['french'],2000,FR,FRA,False,True,breton corsican french,False,1,True,False,female
2000,turkey,germany,0,TR,TUR,DE,DEU,96,5.0,TR,turkish,germany,Stefan Raab,"['german', 'english']",2000,DE,DEU,True,True,german,True,2,True,False,male
