year,from_country,to_country,points,from_code2,from_code3,to_code2,to_code3,total_points,rank,Country_code2_x,Voting_Languages,Country,Artist,Language_sung,Year,Country_code2_y,Country_code3,Contains_English,Contains_NonEnglish,Official_languages,Contains_Multiple_Languages,Number_of_Languages,Contains_Own_Language,Contains_Voting_Language,gender
1998,belgium,croatia,5,BE,BEL,HR,HRV,131,5.0,BE,dutch french german,croatia,Danijela,['croatian'],1998,HR,HRV,False,True,croatian,False,1,True,False,female
1998,belgium,cyprus,2,BE,BEL,CY,CYP,37,11.0,BE,dutch french german,cyprus,Michael Hajiyanni,['greek'],1998,CY,CYP,False,True,greek turkish,False,1,True,False,male
1998,belgium,estonia,0,BE,BEL,EE,EST,36,12.0,BE,dutch french german,estonia,Koit Toome,['estonian'],1998,EE,EST,False,True,võro estonian,False,1,True,False,male
1998,belgium,north macedonia,0,BE,BEL,MK,MKD,16,19.0,BE,dutch french german,north macedonia,Vlado Janevski,['macedonian'],1998,MK,MKD,False,True,macedonian albanian,False,1,True,False,male
1998,belgium,finland,0,BE,BEL,FI,FIN,22,15.0,BE,dutch french german,finland,Edea,['finnish'],1998,FI,FIN,False,True,finnish swedish,False,1,True,False,group
1998,belgium,france,0,BE,BEL,FR,FRA,3,24.0,BE,dutch french german,france,Marie Line,['french'],1998,FR,FRA,False,True,breton corsican french,False,1,True,True,female
1998,belgium,germany,7,BE,BEL,DE,DEU,86,7.0,BE,dutch french german,germany,Guildo Horn feat. Die Orthopädischen Strümpfe,['german'],1998,DE,DEU,False,True,german,False,1,True,True,group
1998,belgium,greece,0,BE,BEL,GR,GRC,12,20.0,BE,dutch french german,greece,Thalassa,['greek'],1998,GR,GRC,False,True,greek,False,1,True,False,group
1998,belgium,hungary,0,BE,BEL,HU,HUN,4,23.0,BE,dutch french german,hungary,Charlie,['hungarian'],1998,HU,HUN,False,True,hungarian,False,1,True,False,male
1998,belgium,ireland,0,BE,BEL,IE,IRL,64,9.0,BE,dutch french german,ireland,Dawn Martin,['english'],1998,IE,IRL,True,False,irish english,False,1,True,False,female
1998,belgium,israel,10,BE,BEL,IL,ISR,172,1.0,BE,dutch french german,israel,Dana International,['hebrew'],1998,IL,ISR,False,True,hebrew,False,1,True,False,female
1998,belgium,malta,8,BE,BEL,MT,MLT,165,3.0,BE,dutch french german,malta,Chiara,['english'],1998,MT,MLT,True,False,maltese english,False,1,True,False,female
1998,belgium,norway,4,BE,BEL,NO,NOR,79,8.0,BE,dutch french german,norway,Lars A. Fredriksen,['norwegian'],1998,NO,NOR,False,True,norwegian sami languages,False,1,True,False,male
1998,belgium,poland,0,BE,BEL,PL,POL,19,17.0,BE,dutch french german,poland,Sixteen,['polish'],1998,PL,POL,False,True,polish,False,1,True,False,group
1998,belgium,portugal,1,BE,BEL,PT,PRT,36,13.0,BE,dutch french german,portugal,Alma Lusa,['portuguese'],1998,PT,PRT,False,True,portuguese,False,1,True,False,group
1998,belgium,romania,0,BE,BEL,RO,ROU,6,22.0,BE,dutch french german,romania,Mălina Olinescu,['romanian'],1998,RO,ROU,False,True,romanian,False,1,True,False,female
1998,belgium,slovakia,0,BE,BEL,SK,SVK,8,21.0,BE,dutch french german,slovakia,Katarína Hasprová,['slovak'],1998,SK,SVK,False,True,slovak,False,1,True,False,female
1998,belgium,slovenia,0,BE,BEL,SI,SVN,17,18.0,BE,dutch french german,slovenia,Vili Resnik,['slovene'],1998,SI,SVN,False,True,slovenian slovene,False,1,True,False,male
1998,belgium,spain,3,BE,BEL,ES,ESP,21,16.0,BE,dutch french german,spain,Mikel Herzog,['spanish'],1998,ES,ESP,False,True,spanish,False,1,True,False,male
1998,belgium,sweden,0,BE,BEL,SE,SWE,53,10.0,BE,dutch french german,sweden,Jill Johnson,['swedish'],1998,SE,SWE,False,True,swedish,False,1,True,False,female
1998,belgium,switzerland,0,BE,BEL,CH,CHE,0,25.0,BE,dutch french german,switzerland,Gunvor,['german'],1998,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,True,female
1998,belgium,netherlands,12,BE,BEL,NL,NLD,150,4.0,BE,dutch french german,netherlands,Edsilia Rombley,['dutch'],1998,NL,NLD,False,True,dutch frisian in the province friesland,False,1,True,True,female
1998,belgium,turkey,0,BE,BEL,TR,TUR,25,14.0,BE,dutch french german,turkey,Tüzmen,['turkish'],1998,TR,TUR,False,True,turkish,False,1,True,False,male
1998,belgium,united kingdom,6,BE,BEL,GB,GBR,166,2.0,BE,dutch french german,united kingdom,Imaani,['english'],1998,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
1998,croatia,belgium,0,HR,HRV,BE,BEL,122,6.0,HR,croatian,belgium,Mélanie Cohl,['french'],1998,BE,BEL,False,True,dutch french german,False,1,True,False,female
1998,croatia,cyprus,4,HR,HRV,CY,CYP,37,11.0,HR,croatian,cyprus,Michael Hajiyanni,['greek'],1998,CY,CYP,False,True,greek turkish,False,1,True,False,male
1998,croatia,estonia,0,HR,HRV,EE,EST,36,12.0,HR,croatian,estonia,Koit Toome,['estonian'],1998,EE,EST,False,True,võro estonian,False,1,True,False,male
1998,croatia,north macedonia,6,HR,HRV,MK,MKD,16,19.0,HR,croatian,north macedonia,Vlado Janevski,['macedonian'],1998,MK,MKD,False,True,macedonian albanian,False,1,True,False,male
1998,croatia,finland,0,HR,HRV,FI,FIN,22,15.0,HR,croatian,finland,Edea,['finnish'],1998,FI,FIN,False,True,finnish swedish,False,1,True,False,group
1998,croatia,france,0,HR,HRV,FR,FRA,3,24.0,HR,croatian,france,Marie Line,['french'],1998,FR,FRA,False,True,breton corsican french,False,1,True,False,female
1998,croatia,germany,0,HR,HRV,DE,DEU,86,7.0,HR,croatian,germany,Guildo Horn feat. Die Orthopädischen Strümpfe,['german'],1998,DE,DEU,False,True,german,False,1,True,False,group
1998,croatia,greece,0,HR,HRV,GR,GRC,12,20.0,HR,croatian,greece,Thalassa,['greek'],1998,GR,GRC,False,True,greek,False,1,True,False,group
1998,croatia,hungary,0,HR,HRV,HU,HUN,4,23.0,HR,croatian,hungary,Charlie,['hungarian'],1998,HU,HUN,False,True,hungarian,False,1,True,False,male
1998,croatia,ireland,2,HR,HRV,IE,IRL,64,9.0,HR,croatian,ireland,Dawn Martin,['english'],1998,IE,IRL,True,False,irish english,False,1,True,False,female
1998,croatia,israel,0,HR,HRV,IL,ISR,172,1.0,HR,croatian,israel,Dana International,['hebrew'],1998,IL,ISR,False,True,hebrew,False,1,True,False,female
1998,croatia,malta,7,HR,HRV,MT,MLT,165,3.0,HR,croatian,malta,Chiara,['english'],1998,MT,MLT,True,False,maltese english,False,1,True,False,female
1998,croatia,norway,0,HR,HRV,NO,NOR,79,8.0,HR,croatian,norway,Lars A. Fredriksen,['norwegian'],1998,NO,NOR,False,True,norwegian sami languages,False,1,True,False,male
1998,croatia,poland,0,HR,HRV,PL,POL,19,17.0,HR,croatian,poland,Sixteen,['polish'],1998,PL,POL,False,True,polish,False,1,True,False,group
1998,croatia,portugal,0,HR,HRV,PT,PRT,36,13.0,HR,croatian,portugal,Alma Lusa,['portuguese'],1998,PT,PRT,False,True,portuguese,False,1,True,False,group
1998,croatia,romania,0,HR,HRV,RO,ROU,6,22.0,HR,croatian,romania,Mălina Olinescu,['romanian'],1998,RO,ROU,False,True,romanian,False,1,True,False,female
1998,croatia,slovakia,8,HR,HRV,SK,SVK,8,21.0,HR,croatian,slovakia,Katarína Hasprová,['slovak'],1998,SK,SVK,False,True,slovak,False,1,True,False,female
1998,croatia,slovenia,3,HR,HRV,SI,SVN,17,18.0,HR,croatian,slovenia,Vili Resnik,['slovene'],1998,SI,SVN,False,True,slovenian slovene,False,1,True,False,male
1998,croatia,spain,1,HR,HRV,ES,ESP,21,16.0,HR,croatian,spain,Mikel Herzog,['spanish'],1998,ES,ESP,False,True,spanish,False,1,True,False,male
1998,croatia,sweden,0,HR,HRV,SE,SWE,53,10.0,HR,croatian,sweden,Jill Johnson,['swedish'],1998,SE,SWE,False,True,swedish,False,1,True,False,female
1998,croatia,switzerland,0,HR,HRV,CH,CHE,0,25.0,HR,croatian,switzerland,Gunvor,['german'],1998,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,female
1998,croatia,netherlands,10,HR,HRV,NL,NLD,150,4.0,HR,croatian,netherlands,Edsilia Rombley,['dutch'],1998,NL,NLD,False,True,dutch frisian in the province friesland,False,1,True,False,female
1998,croatia,turkey,5,HR,HRV,TR,TUR,25,14.0,HR,croatian,turkey,Tüzmen,['turkish'],1998,TR,TUR,False,True,turkish,False,1,True,False,male
1998,croatia,united kingdom,12,HR,HRV,GB,GBR,166,2.0,HR,croatian,united kingdom,Imaani,['english'],1998,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
1998,cyprus,belgium,6,CY,CYP,BE,BEL,122,6.0,CY,greek turkish,belgium,Mélanie Cohl,['french'],1998,BE,BEL,False,True,dutch french german,False,1,True,False,female
1998,cyprus,croatia,7,CY,CYP,HR,HRV,131,5.0,CY,greek turkish,croatia,Danijela,['croatian'],1998,HR,HRV,False,True,croatian,False,1,True,False,female
1998,cyprus,estonia,0,CY,CYP,EE,EST,36,12.0,CY,greek turkish,estonia,Koit Toome,['estonian'],1998,EE,EST,False,True,võro estonian,False,1,True,False,male
1998,cyprus,north macedonia,0,CY,CYP,MK,MKD,16,19.0,CY,greek turkish,north macedonia,Vlado Janevski,['macedonian'],1998,MK,MKD,False,True,macedonian albanian,False,1,True,False,male
1998,cyprus,finland,0,CY,CYP,FI,FIN,22,15.0,CY,greek turkish,finland,Edea,['finnish'],1998,FI,FIN,False,True,finnish swedish,False,1,True,False,group
1998,cyprus,france,1,CY,CYP,FR,FRA,3,24.0,CY,greek turkish,france,Marie Line,['french'],1998,FR,FRA,False,True,breton corsican french,False,1,True,False,female
1998,cyprus,germany,0,CY,CYP,DE,DEU,86,7.0,CY,greek turkish,germany,Guildo Horn feat. Die Orthopädischen Strümpfe,['german'],1998,DE,DEU,False,True,german,False,1,True,False,group
1998,cyprus,greece,12,CY,CYP,GR,GRC,12,20.0,CY,greek turkish,greece,Thalassa,['greek'],1998,GR,GRC,False,True,greek,False,1,True,True,group
1998,cyprus,hungary,0,CY,CYP,HU,HUN,4,23.0,CY,greek turkish,hungary,Charlie,['hungarian'],1998,HU,HUN,False,True,hungarian,False,1,True,False,male
1998,cyprus,ireland,0,CY,CYP,IE,IRL,64,9.0,CY,greek turkish,ireland,Dawn Martin,['english'],1998,IE,IRL,True,False,irish english,False,1,True,False,female
1998,cyprus,israel,10,CY,CYP,IL,ISR,172,1.0,CY,greek turkish,israel,Dana International,['hebrew'],1998,IL,ISR,False,True,hebrew,False,1,True,False,female
1998,cyprus,malta,5,CY,CYP,MT,MLT,165,3.0,CY,greek turkish,malta,Chiara,['english'],1998,MT,MLT,True,False,maltese english,False,1,True,False,female
1998,cyprus,norway,3,CY,CYP,NO,NOR,79,8.0,CY,greek turkish,norway,Lars A. Fredriksen,['norwegian'],1998,NO,NOR,False,True,norwegian sami languages,False,1,True,False,male
1998,cyprus,poland,0,CY,CYP,PL,POL,19,17.0,CY,greek turkish,poland,Sixteen,['polish'],1998,PL,POL,False,True,polish,False,1,True,False,group
1998,cyprus,portugal,2,CY,CYP,PT,PRT,36,13.0,CY,greek turkish,portugal,Alma Lusa,['portuguese'],1998,PT,PRT,False,True,portuguese,False,1,True,False,group
1998,cyprus,romania,0,CY,CYP,RO,ROU,6,22.0,CY,greek turkish,romania,Mălina Olinescu,['romanian'],1998,RO,ROU,False,True,romanian,False,1,True,False,female
1998,cyprus,slovakia,0,CY,CYP,SK,SVK,8,21.0,CY,greek turkish,slovakia,Katarína Hasprová,['slovak'],1998,SK,SVK,False,True,slovak,False,1,True,False,female
1998,cyprus,slovenia,0,CY,CYP,SI,SVN,17,18.0,CY,greek turkish,slovenia,Vili Resnik,['slovene'],1998,SI,SVN,False,True,slovenian slovene,False,1,True,False,male
1998,cyprus,spain,4,CY,CYP,ES,ESP,21,16.0,CY,greek turkish,spain,Mikel Herzog,['spanish'],1998,ES,ESP,False,True,spanish,False,1,True,False,male
1998,cyprus,sweden,0,CY,CYP,SE,SWE,53,10.0,CY,greek turkish,sweden,Jill Johnson,['swedish'],1998,SE,SWE,False,True,swedish,False,1,True,False,female
1998,cyprus,switzerland,0,CY,CYP,CH,CHE,0,25.0,CY,greek turkish,switzerland,Gunvor,['german'],1998,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,female
1998,cyprus,netherlands,0,CY,CYP,NL,NLD,150,4.0,CY,greek turkish,netherlands,Edsilia Rombley,['dutch'],1998,NL,NLD,False,True,dutch frisian in the province friesland,False,1,True,False,female
1998,cyprus,turkey,0,CY,CYP,TR,TUR,25,14.0,CY,greek turkish,turkey,Tüzmen,['turkish'],1998,TR,TUR,False,True,turkish,False,1,True,True,male
1998,cyprus,united kingdom,8,CY,CYP,GB,GBR,166,2.0,CY,greek turkish,united kingdom,Imaani,['english'],1998,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
1998,estonia,belgium,6,EE,EST,BE,BEL,122,6.0,EE,võro estonian,belgium,Mélanie Cohl,['french'],1998,BE,BEL,False,True,dutch french german,False,1,True,False,female
1998,estonia,croatia,3,EE,EST,HR,HRV,131,5.0,EE,võro estonian,croatia,Danijela,['croatian'],1998,HR,HRV,False,True,croatian,False,1,True,False,female
1998,estonia,cyprus,0,EE,EST,CY,CYP,37,11.0,EE,võro estonian,cyprus,Michael Hajiyanni,['greek'],1998,CY,CYP,False,True,greek turkish,False,1,True,False,male
1998,estonia,north macedonia,0,EE,EST,MK,MKD,16,19.0,EE,võro estonian,north macedonia,Vlado Janevski,['macedonian'],1998,MK,MKD,False,True,macedonian albanian,False,1,True,False,male
1998,estonia,finland,10,EE,EST,FI,FIN,22,15.0,EE,võro estonian,finland,Edea,['finnish'],1998,FI,FIN,False,True,finnish swedish,False,1,True,False,group
1998,estonia,france,0,EE,EST,FR,FRA,3,24.0,EE,võro estonian,france,Marie Line,['french'],1998,FR,FRA,False,True,breton corsican french,False,1,True,False,female
1998,estonia,germany,1,EE,EST,DE,DEU,86,7.0,EE,võro estonian,germany,Guildo Horn feat. Die Orthopädischen Strümpfe,['german'],1998,DE,DEU,False,True,german,False,1,True,False,group
1998,estonia,greece,0,EE,EST,GR,GRC,12,20.0,EE,võro estonian,greece,Thalassa,['greek'],1998,GR,GRC,False,True,greek,False,1,True,False,group
1998,estonia,hungary,0,EE,EST,HU,HUN,4,23.0,EE,võro estonian,hungary,Charlie,['hungarian'],1998,HU,HUN,False,True,hungarian,False,1,True,False,male
1998,estonia,ireland,2,EE,EST,IE,IRL,64,9.0,EE,võro estonian,ireland,Dawn Martin,['english'],1998,IE,IRL,True,False,irish english,False,1,True,False,female
1998,estonia,israel,7,EE,EST,IL,ISR,172,1.0,EE,võro estonian,israel,Dana International,['hebrew'],1998,IL,ISR,False,True,hebrew,False,1,True,False,female
1998,estonia,malta,5,EE,EST,MT,MLT,165,3.0,EE,võro estonian,malta,Chiara,['english'],1998,MT,MLT,True,False,maltese english,False,1,True,False,female
1998,estonia,norway,4,EE,EST,NO,NOR,79,8.0,EE,võro estonian,norway,Lars A. Fredriksen,['norwegian'],1998,NO,NOR,False,True,norwegian sami languages,False,1,True,False,male
1998,estonia,poland,0,EE,EST,PL,POL,19,17.0,EE,võro estonian,poland,Sixteen,['polish'],1998,PL,POL,False,True,polish,False,1,True,False,group
1998,estonia,portugal,0,EE,EST,PT,PRT,36,13.0,EE,võro estonian,portugal,Alma Lusa,['portuguese'],1998,PT,PRT,False,True,portuguese,False,1,True,False,group
1998,estonia,romania,0,EE,EST,RO,ROU,6,22.0,EE,võro estonian,romania,Mălina Olinescu,['romanian'],1998,RO,ROU,False,True,romanian,False,1,True,False,female
1998,estonia,slovakia,0,EE,EST,SK,SVK,8,21.0,EE,võro estonian,slovakia,Katarína Hasprová,['slovak'],1998,SK,SVK,False,True,slovak,False,1,True,False,female
1998,estonia,slovenia,0,EE,EST,SI,SVN,17,18.0,EE,võro estonian,slovenia,Vili Resnik,['slovene'],1998,SI,SVN,False,True,slovenian slovene,False,1,True,False,male
1998,estonia,spain,0,EE,EST,ES,ESP,21,16.0,EE,võro estonian,spain,Mikel Herzog,['spanish'],1998,ES,ESP,False,True,spanish,False,1,True,False,male
1998,estonia,sweden,12,EE,EST,SE,SWE,53,10.0,EE,võro estonian,sweden,Jill Johnson,['swedish'],1998,SE,SWE,False,True,swedish,False,1,True,False,female
1998,estonia,switzerland,0,EE,EST,CH,CHE,0,25.0,EE,võro estonian,switzerland,Gunvor,['german'],1998,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,female
1998,estonia,netherlands,0,EE,EST,NL,NLD,150,4.0,EE,võro estonian,netherlands,Edsilia Rombley,['dutch'],1998,NL,NLD,False,True,dutch frisian in the province friesland,False,1,True,False,female
1998,estonia,turkey,0,EE,EST,TR,TUR,25,14.0,EE,võro estonian,turkey,Tüzmen,['turkish'],1998,TR,TUR,False,True,turkish,False,1,True,False,male
1998,estonia,united kingdom,8,EE,EST,GB,GBR,166,2.0,EE,võro estonian,united kingdom,Imaani,['english'],1998,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
1998,north macedonia,belgium,6,MK,MKD,BE,BEL,122,6.0,MK,macedonian albanian,belgium,Mélanie Cohl,['french'],1998,BE,BEL,False,True,dutch french german,False,1,True,False,female
1998,north macedonia,croatia,12,MK,MKD,HR,HRV,131,5.0,MK,macedonian albanian,croatia,Danijela,['croatian'],1998,HR,HRV,False,True,croatian,False,1,True,False,female
1998,north macedonia,cyprus,0,MK,MKD,CY,CYP,37,11.0,MK,macedonian albanian,cyprus,Michael Hajiyanni,['greek'],1998,CY,CYP,False,True,greek turkish,False,1,True,False,male
1998,north macedonia,estonia,0,MK,MKD,EE,EST,36,12.0,MK,macedonian albanian,estonia,Koit Toome,['estonian'],1998,EE,EST,False,True,võro estonian,False,1,True,False,male
1998,north macedonia,finland,1,MK,MKD,FI,FIN,22,15.0,MK,macedonian albanian,finland,Edea,['finnish'],1998,FI,FIN,False,True,finnish swedish,False,1,True,False,group
1998,north macedonia,france,2,MK,MKD,FR,FRA,3,24.0,MK,macedonian albanian,france,Marie Line,['french'],1998,FR,FRA,False,True,breton corsican french,False,1,True,False,female
1998,north macedonia,germany,0,MK,MKD,DE,DEU,86,7.0,MK,macedonian albanian,germany,Guildo Horn feat. Die Orthopädischen Strümpfe,['german'],1998,DE,DEU,False,True,german,False,1,True,False,group
1998,north macedonia,greece,0,MK,MKD,GR,GRC,12,20.0,MK,macedonian albanian,greece,Thalassa,['greek'],1998,GR,GRC,False,True,greek,False,1,True,False,group
1998,north macedonia,hungary,0,MK,MKD,HU,HUN,4,23.0,MK,macedonian albanian,hungary,Charlie,['hungarian'],1998,HU,HUN,False,True,hungarian,False,1,True,False,male
1998,north macedonia,ireland,7,MK,MKD,IE,IRL,64,9.0,MK,macedonian albanian,ireland,Dawn Martin,['english'],1998,IE,IRL,True,False,irish english,False,1,True,False,female
1998,north macedonia,israel,8,MK,MKD,IL,ISR,172,1.0,MK,macedonian albanian,israel,Dana International,['hebrew'],1998,IL,ISR,False,True,hebrew,False,1,True,False,female
1998,north macedonia,malta,0,MK,MKD,MT,MLT,165,3.0,MK,macedonian albanian,malta,Chiara,['english'],1998,MT,MLT,True,False,maltese english,False,1,True,False,female
1998,north macedonia,norway,0,MK,MKD,NO,NOR,79,8.0,MK,macedonian albanian,norway,Lars A. Fredriksen,['norwegian'],1998,NO,NOR,False,True,norwegian sami languages,False,1,True,False,male
1998,north macedonia,poland,0,MK,MKD,PL,POL,19,17.0,MK,macedonian albanian,poland,Sixteen,['polish'],1998,PL,POL,False,True,polish,False,1,True,False,group
1998,north macedonia,portugal,4,MK,MKD,PT,PRT,36,13.0,MK,macedonian albanian,portugal,Alma Lusa,['portuguese'],1998,PT,PRT,False,True,portuguese,False,1,True,False,group
1998,north macedonia,romania,0,MK,MKD,RO,ROU,6,22.0,MK,macedonian albanian,romania,Mălina Olinescu,['romanian'],1998,RO,ROU,False,True,romanian,False,1,True,False,female
1998,north macedonia,slovakia,0,MK,MKD,SK,SVK,8,21.0,MK,macedonian albanian,slovakia,Katarína Hasprová,['slovak'],1998,SK,SVK,False,True,slovak,False,1,True,False,female
1998,north macedonia,slovenia,0,MK,MKD,SI,SVN,17,18.0,MK,macedonian albanian,slovenia,Vili Resnik,['slovene'],1998,SI,SVN,False,True,slovenian slovene,False,1,True,False,male
1998,north macedonia,spain,0,MK,MKD,ES,ESP,21,16.0,MK,macedonian albanian,spain,Mikel Herzog,['spanish'],1998,ES,ESP,False,True,spanish,False,1,True,False,male
1998,north macedonia,sweden,0,MK,MKD,SE,SWE,53,10.0,MK,macedonian albanian,sweden,Jill Johnson,['swedish'],1998,SE,SWE,False,True,swedish,False,1,True,False,female
1998,north macedonia,switzerland,0,MK,MKD,CH,CHE,0,25.0,MK,macedonian albanian,switzerland,Gunvor,['german'],1998,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,female
1998,north macedonia,netherlands,3,MK,MKD,NL,NLD,150,4.0,MK,macedonian albanian,netherlands,Edsilia Rombley,['dutch'],1998,NL,NLD,False,True,dutch frisian in the province friesland,False,1,True,False,female
1998,north macedonia,turkey,5,MK,MKD,TR,TUR,25,14.0,MK,macedonian albanian,turkey,Tüzmen,['turkish'],1998,TR,TUR,False,True,turkish,False,1,True,False,male
1998,north macedonia,united kingdom,10,MK,MKD,GB,GBR,166,2.0,MK,macedonian albanian,united kingdom,Imaani,['english'],1998,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
1998,finland,belgium,0,FI,FIN,BE,BEL,122,6.0,FI,finnish swedish,belgium,Mélanie Cohl,['french'],1998,BE,BEL,False,True,dutch french german,False,1,True,False,female
1998,finland,croatia,3,FI,FIN,HR,HRV,131,5.0,FI,finnish swedish,croatia,Danijela,['croatian'],1998,HR,HRV,False,True,croatian,False,1,True,False,female
1998,finland,cyprus,0,FI,FIN,CY,CYP,37,11.0,FI,finnish swedish,cyprus,Michael Hajiyanni,['greek'],1998,CY,CYP,False,True,greek turkish,False,1,True,False,male
1998,finland,estonia,12,FI,FIN,EE,EST,36,12.0,FI,finnish swedish,estonia,Koit Toome,['estonian'],1998,EE,EST,False,True,võro estonian,False,1,True,False,male
1998,finland,north macedonia,0,FI,FIN,MK,MKD,16,19.0,FI,finnish swedish,north macedonia,Vlado Janevski,['macedonian'],1998,MK,MKD,False,True,macedonian albanian,False,1,True,False,male
1998,finland,france,0,FI,FIN,FR,FRA,3,24.0,FI,finnish swedish,france,Marie Line,['french'],1998,FR,FRA,False,True,breton corsican french,False,1,True,False,female
1998,finland,germany,1,FI,FIN,DE,DEU,86,7.0,FI,finnish swedish,germany,Guildo Horn feat. Die Orthopädischen Strümpfe,['german'],1998,DE,DEU,False,True,german,False,1,True,False,group
1998,finland,greece,0,FI,FIN,GR,GRC,12,20.0,FI,finnish swedish,greece,Thalassa,['greek'],1998,GR,GRC,False,True,greek,False,1,True,False,group
1998,finland,hungary,0,FI,FIN,HU,HUN,4,23.0,FI,finnish swedish,hungary,Charlie,['hungarian'],1998,HU,HUN,False,True,hungarian,False,1,True,False,male
1998,finland,ireland,0,FI,FIN,IE,IRL,64,9.0,FI,finnish swedish,ireland,Dawn Martin,['english'],1998,IE,IRL,True,False,irish english,False,1,True,False,female
1998,finland,israel,10,FI,FIN,IL,ISR,172,1.0,FI,finnish swedish,israel,Dana International,['hebrew'],1998,IL,ISR,False,True,hebrew,False,1,True,False,female
1998,finland,malta,5,FI,FIN,MT,MLT,165,3.0,FI,finnish swedish,malta,Chiara,['english'],1998,MT,MLT,True,False,maltese english,False,1,True,False,female
1998,finland,norway,2,FI,FIN,NO,NOR,79,8.0,FI,finnish swedish,norway,Lars A. Fredriksen,['norwegian'],1998,NO,NOR,False,True,norwegian sami languages,False,1,True,False,male
1998,finland,poland,0,FI,FIN,PL,POL,19,17.0,FI,finnish swedish,poland,Sixteen,['polish'],1998,PL,POL,False,True,polish,False,1,True,False,group
1998,finland,portugal,0,FI,FIN,PT,PRT,36,13.0,FI,finnish swedish,portugal,Alma Lusa,['portuguese'],1998,PT,PRT,False,True,portuguese,False,1,True,False,group
1998,finland,romania,0,FI,FIN,RO,ROU,6,22.0,FI,finnish swedish,romania,Mălina Olinescu,['romanian'],1998,RO,ROU,False,True,romanian,False,1,True,False,female
1998,finland,slovakia,0,FI,FIN,SK,SVK,8,21.0,FI,finnish swedish,slovakia,Katarína Hasprová,['slovak'],1998,SK,SVK,False,True,slovak,False,1,True,False,female
1998,finland,slovenia,4,FI,FIN,SI,SVN,17,18.0,FI,finnish swedish,slovenia,Vili Resnik,['slovene'],1998,SI,SVN,False,True,slovenian slovene,False,1,True,False,male
1998,finland,spain,0,FI,FIN,ES,ESP,21,16.0,FI,finnish swedish,spain,Mikel Herzog,['spanish'],1998,ES,ESP,False,True,spanish,False,1,True,False,male
1998,finland,sweden,6,FI,FIN,SE,SWE,53,10.0,FI,finnish swedish,sweden,Jill Johnson,['swedish'],1998,SE,SWE,False,True,swedish,False,1,True,True,female
1998,finland,switzerland,0,FI,FIN,CH,CHE,0,25.0,FI,finnish swedish,switzerland,Gunvor,['german'],1998,CH,CHE,False,True,french bern fribourg geneva jura neuchâtel valais vaud german aargau appenzell ausserrhoden appenzell innerrhoden basel-landschaft basel-stadt bern fribourg glarus graubünden lucerne nidwalden obwalden saint gallen schaffhausen schwyz solothurn thurgau uri valais zug zürich italian ticino graubünden romansh graubünden,False,1,True,False,female
1998,finland,netherlands,7,FI,FIN,NL,NLD,150,4.0,FI,finnish swedish,netherlands,Edsilia Rombley,['dutch'],1998,NL,NLD,False,True,dutch frisian in the province friesland,False,1,True,False,female
1998,finland,turkey,0,FI,FIN,TR,TUR,25,14.0,FI,finnish swedish,turkey,Tüzmen,['turkish'],1998,TR,TUR,False,True,turkish,False,1,True,False,male
1998,finland,united kingdom,8,FI,FIN,GB,GBR,166,2.0,FI,finnish swedish,united kingdom,Imaani,['english'],1998,GB,GBR,True,False,none english has de facto status,False,1,True,False,female
1998,france,belgium,7,FR,FRA,BE,BEL,122,6.0,FR,breton corsican french,belgium,Mélanie Cohl,['french'],1998,BE,BEL,False,True,dutch french german,False,1,True,True,female
1998,france,croatia,8,FR,FRA,HR,HRV,131,5.0,FR,breton corsican french,croatia,Danijela,['croatian'],1998,HR,HRV,False,True,croatian,False,1,True,False,female
