year,Artist,from_country,to_country,points,total_points,rank,from_code2,from_code3,to_code2,to_code3,Official_languages,Language_sung,Contains_English,Contains_NonEnglish,Contains_Multiple_Languages,Number_of_Languages,Contains_Own_Language,Contains_Voting_Language,gender,migration_v2p,population_p,prop_emigrants_v2p,migration_p2v,population_v,prop_emigrants_p2v,migration_pop_year,comps_without_win,has_border,sf
2023,Alessandra,belgium,norway,,,,BE,BEL,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,1890.0,5379475.0,0.0003513353998299,1195.0,11538604.0,0.0001035653879793,2020.0,12,False,sf1
2023,Alessandra,croatia,norway,,,,HR,HRV,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,4897.0,5379475.0,0.0009103118798767,104.0,4047680.0,2.5693730729701957e-05,2020.0,12,False,sf1
2023,Alessandra,cyprus,norway,,,,CY,CYP,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,210.0,5379475.0,3.903726664776768e-05,196.0,1237537.0,0.0001583791030086,2020.0,12,False,sf1
2023,Alessandra,estonia,norway,,,,EE,EST,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,4742.0,5379475.0,0.0008814986592557,458.0,1329522.0,0.0003444847095422,2020.0,12,False,sf1
2023,Alessandra,north macedonia,norway,,,,MK,MKD,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,2932.0,5379475.0,0.0005450345991012,,,,,12,False,sf1
2023,Alessandra,finland,norway,,,,FI,FIN,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,7182.0,5379475.0,0.0013350745193536,1852.0,5529543.0,0.0003349282210121,2020.0,12,True,sf1
2023,Alessandra,france,norway,,,,FR,FRA,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,6676.0,5379475.0,0.0012410132959071,4653.0,67571107.0,6.886079282377304e-05,2020.0,12,False,sf1
2023,Alessandra,germany,norway,,,,DE,DEU,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,28327.0,5379475.0,0.0052657554872919,9804.0,83160871.0,0.0001178919831178,2020.0,12,False,sf1
2023,Alessandra,greece,norway,,,,GR,GRC,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,3352.0,5379475.0,0.0006231091323967,525.0,10698599.0,4.907184576223485e-05,2020.0,12,False,sf1
2023,Alessandra,hungary,norway,,,,HU,HUN,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,3902.0,5379475.0,0.0007520322892059,1158.0,9843028.0,0.0001176467241584,2015.0,12,False,sf1
2023,Alessandra,ireland,norway,,,,IE,IRL,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,True,female,1159.0,5379475.0,0.0002154485335464,347.0,4985382.0,6.960349277146666e-05,2020.0,12,False,sf1
2023,Alessandra,israel,norway,,,,IL,ISR,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,889.0,5379475.0,0.0001652577621422,,,,,12,False,sf1
2023,Alessandra,malta,norway,,,,MT,MLT,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,True,female,105.0,5379475.0,1.951863332388384e-05,196.0,515332.0,0.000380337335931,2020.0,12,False,sf1
2023,Alessandra,poland,norway,,,,PL,POL,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,100479.0,5379475.0,0.0186782167404811,2014.0,37899070.0,5.314114567982803e-05,2020.0,12,False,sf1
2023,Alessandra,portugal,norway,,,,PT,PRT,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,3536.0,5379475.0,0.00065731321365,378.0,10297081.0,3.670943250810594e-05,2020.0,12,False,sf1
2023,Alessandra,romania,norway,,,,RO,ROU,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,14872.0,5379475.0,0.0027645820456457,1378.0,19265250.0,7.152775074291795e-05,2020.0,12,False,sf1
2023,Alessandra,slovakia,norway,,,,SK,SVK,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,2025.0,5379475.0,0.000414173783638,563.0,5391428.0,0.0001044250243163,2010.0,12,False,sf1
2023,Alessandra,slovenia,norway,,,,SI,SVN,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,438.0,5379475.0,8.142058472248686e-05,30.0,2102419.0,1.4269277437085568e-05,2020.0,12,False,sf1
2023,Alessandra,spain,norway,,,,ES,ESP,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,7350.0,5379475.0,0.0013663043326718,15024.0,47365655.0,0.0003171918555755,2020.0,12,False,sf1
2023,Alessandra,sweden,norway,,,,SE,SWE,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,48283.0,5379475.0,0.0089754111693055,42813.0,10353442.0,0.0041351465531945,2020.0,12,True,sf1
2023,Alessandra,switzerland,norway,,,,CH,CHE,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,2427.0,5379475.0,0.0004511592674006,2243.0,8638167.0,0.0002596615694047,2020.0,12,False,sf1
2023,Alessandra,netherlands,norway,,,,NL,NLD,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,9088.0,5379475.0,0.0016893841871186,3099.0,17441500.0,0.0001776796720465,2020.0,12,False,sf1
2023,Alessandra,turkey,norway,,,,TR,TUR,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,10429.0,5379475.0,0.0021330461183019,3531.0,73195345.0,4.824077268848176e-05,2010.0,12,False,sf1
2023,Alessandra,united kingdom,norway,,,,GB,GBR,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,True,female,19940.0,5379475.0,0.0037066814140785,20224.0,67081000.0,0.0003014862628762,2020.0,12,False,sf1
2023,Alessandra,austria,norway,,,,AT,AUT,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,1688.0,5379475.0,0.0003137852671496,860.0,8916864.0,9.644646368947648e-05,2020.0,12,False,sf1
2023,Alessandra,bosnia and herzegovina,norway,,,,BA,BIH,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,12952.0,5379475.0,0.0026490759731754,,,,,12,False,sf1
2023,Alessandra,denmark,norway,,,,DK,DNK,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,24842.0,5379475.0,0.0046179227526849,20581.0,5831404.0,0.0035293387321475,2020.0,12,False,sf1
2023,Alessandra,iceland,norway,,,,IS,ISL,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,7786.0,5379475.0,0.0014473531339024,1390.0,366463.0,0.0037930159388533,2020.0,12,False,sf1
2023,Alessandra,lithuania,norway,,,,LT,LTU,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,39856.0,5379475.0,0.0074089014262544,2763.0,2794885.0,0.0009885916594063,2020.0,12,False,sf1
2023,Alessandra,latvia,norway,,,,LV,LVA,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,10589.0,5379475.0,0.0019684076977771,443.0,1900449.0,0.0002331028088625,2020.0,12,False,sf1
2023,Alessandra,russian federation,norway,,,,RU,RUS,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,18486.0,5379475.0,0.0034363948154792,699.0,144073139.0,4.851702439828149e-06,2020.0,12,True,sf1
2023,Alessandra,ukraine,norway,,,,UA,UKR,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,5693.0,5379475.0,0.0010582817096463,,,,,12,False,sf1
2023,Alessandra,albania,norway,,,,AL,ALB,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,2174.0,5379475.0,0.0004041286556773,,,,,12,False,sf1
2023,Alessandra,andorra,norway,,,,AD,AND,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,0.0,5379475.0,0.0,,,,,12,False,sf1
2023,Alessandra,belarus,norway,,,,BY,BLR,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,1020.0,5379475.0,0.0001965845553536,61.0,9461076.0,6.447469611278886e-06,2015.0,12,False,sf1
2023,Alessandra,monaco,norway,,,,MC,MCO,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,0.0,5379475.0,0.0,,,,,12,False,sf1
2023,Alessandra,yugoslavia,norway,,,,YU,YUG,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,,5379475.0,,,,,,12,False,sf1
2023,Alessandra,bulgaria,norway,,,,BG,BGR,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,7293.0,5379475.0,0.0013557085031531,545.0,6934015.0,7.859804168292108e-05,2020.0,12,False,sf1
2023,Alessandra,"moldova, republic of",norway,,,,MD,MDA,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,1228.0,5379475.0,0.0002282750640164,,,,,12,False,sf1
2023,Alessandra,armenia,norway,,,,AM,ARM,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,333.0,5379475.0,6.190195139860302e-05,,,,,12,False,sf1
2023,Alessandra,czechia,norway,,,,CZ,CZE,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,2225.0,5379475.0,0.0004136091347203,238.0,10697858.0,2.2247444301466704e-05,2020.0,12,False,sf1
2023,Alessandra,georgia,norway,,,,GE,GEO,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,338.0,5379475.0,6.283141012831177e-05,,,,,12,False,sf1
2023,Alessandra,montenegro,norway,,,,ME,MNE,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,486.0,5379475.0,9.03433885276909e-05,,,,,12,False,sf1
2023,Alessandra,serbia,norway,,,,RS,SRB,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,6778.0,5379475.0,0.0012599742539931,139.0,6899126.0,2.0147479550308252e-05,2020.0,12,False,sf1
2023,Alessandra,azerbaijan,norway,,,,AZ,AZE,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,557.0,5379475.0,0.0001035417024895,,,,,12,False,sf1
2023,Alessandra,san marino,norway,,,,SM,SMR,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,4.0,5379475.0,7.435669837670033e-07,,,,,12,False,sf1
2023,Alessandra,italy,norway,,,,IT,ITA,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,False,female,5040.0,5379475.0,0.0009368943995464,1825.0,59438851.0,3.070382366577039e-05,2020.0,12,False,sf1
2023,Alessandra,australia,norway,,,,AU,AUS,NO,NOR,norwegian sami languages,['english'],True,False,False,1,False,True,female,2457.0,5379475.0,0.0004567360197788,4748.0,25655289.0,0.0001850690514536,2020.0,12,False,sf1
2023,The Busker,belgium,malta,,,,BE,BEL,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,500.0,515332.0,0.0009702483059464,488.0,11538604.0,4.229281115809157e-05,2020.0,66,False,sf1
2023,The Busker,croatia,malta,,,,HR,HRV,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,217.0,515332.0,0.0004210877647807,,,,,66,False,sf1
2023,The Busker,cyprus,malta,,,,CY,CYP,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,131.0,515332.0,0.0002542050561579,31.0,1237537.0,2.50497560881008e-05,2020.0,66,False,sf1
2023,The Busker,estonia,malta,,,,EE,EST,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,,515332.0,,14.0,1329522.0,1.053010029168378e-05,2020.0,66,False,sf1
2023,The Busker,north macedonia,malta,,,,MK,MKD,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,87.0,515332.0,0.0001688232052346,,,,,66,False,sf1
2023,The Busker,finland,malta,,,,FI,FIN,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,234.0,515332.0,0.0004540762071829,53.0,5529543.0,9.58487889505516e-06,2020.0,66,False,sf1
2023,The Busker,france,malta,,,,FR,FRA,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,1296.0,515332.0,0.0025148836090132,442.0,67571107.0,6.5412573453917215e-06,2020.0,66,False,sf1
2023,The Busker,germany,malta,,,,DE,DEU,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,2969.0,515332.0,0.00576133444071,831.0,83160871.0,9.992680331594892e-06,2020.0,66,False,sf1
2023,The Busker,greece,malta,,,,GR,GRC,MT,MLT,maltese english,['english'],True,False,False,1,True,False,group,229.0,515332.0,0.0004443737241234,89.0,10698599.0,8.31884623397886e-06,2020.0,66,False,sf1
