Areal values from HadUK-Grid 1km gridded climate data from land surface network
Source: Met Office National Climate Information Centre
Monthly, seasonal and annual total precipitation amount for East Anglia
Areal series, starting in 1836
Last updated 01-Aug-2022 11:00
year    jan    feb    mar    apr    may    jun    jul    aug    sep    oct    nov    dec     win     spr     sum     aut     ann
1880    5.4   47.0   22.5   49.3   16.9   73.2  121.7   42.1   90.6  127.7   55.3   63.6    70.8    88.7   237.0   273.6   715.3
1881   28.5   67.5   41.6   28.2   24.1   48.6   46.8  108.9   63.4   70.1   52.8   79.0   159.6    93.8   204.4   186.3   659.5
1882   36.6   35.6   37.5   74.5   38.0   70.8   64.9   48.4   65.1  131.9   76.9   81.0   151.1   150.0   184.1   273.9   761.2
1883   46.0   71.5   32.1   40.4   36.8   74.3   74.3   23.6   96.1   62.1   78.4   41.7   198.5   109.3   172.3   236.5   677.3
1884   44.4   21.4   28.9   31.2   18.8   30.4   61.3   34.6   64.8   51.8   36.7   58.1   107.5    78.9   126.3   153.3   482.4
1885   46.8   56.8   29.2   41.5   70.2   37.8   19.5   37.4  108.8  122.0   77.1   26.4   161.7   140.9    94.7   307.9   673.5
1886   66.8    8.6   37.8   35.6   76.0   17.4   86.7   44.6   33.0   71.6   68.9   90.7   101.8   149.4   148.6   173.5   637.6
1887   40.1   15.0   38.1   31.3   49.7   13.3   25.7   45.1   58.5   55.3   64.4   31.2   145.7   119.1    84.0   178.3   467.7
1888   22.8   40.5   70.1   42.3   22.2   48.3  113.1   70.1   35.0   28.5   83.4   30.8    94.5   134.6   231.5   146.9   607.1
1889   21.0   42.6   33.2   53.6   89.4   45.4   76.5   68.4   65.6   93.7   30.5   32.9    94.4   176.2   190.3   189.8   652.7
1890   54.7   21.8   62.5   23.6   45.5   63.5   93.9   57.5   17.0   38.4   67.8   15.0   109.3   131.6   215.0   123.2   561.3
1891   44.8    1.5   38.0   23.0   72.1   37.4   85.8   96.0   24.6  113.3   46.5   77.4    61.4   133.0   219.2   184.4   660.3
1892   21.5   49.2   29.6   36.9   36.6   78.6   63.2   76.7   63.5  137.9   44.5   31.8   148.0   103.1   218.4   245.9   669.9
1893   45.7   66.2    8.5    3.1   26.5   25.4   81.8   51.9   25.8   66.9   73.3   41.7   143.7    38.1   159.1   166.0   516.7
1894   46.7   34.8   22.7   42.7   52.7   59.6   85.5   63.7   40.0   65.5   82.0   53.1   123.2   118.2   208.8   187.5   649.2
1895   64.8    9.7   44.6   29.1   18.2   18.8   91.7   82.4   19.6   64.8   73.2   49.9   127.5    91.9   192.9   157.5   566.7
1896   27.6   14.8   78.6   23.2   12.0   58.7   31.4   58.1  121.6   84.5   28.6   79.6    92.4   113.8   148.1   234.6   618.6
1897   49.8   59.1   67.9   44.0   29.1   57.6   18.9   68.5   78.9   20.1   30.5   46.7   188.6   141.0   145.0   129.5   571.1
1898   23.3   23.1   41.6   33.7   69.9   58.6   31.7   44.7    6.3   59.6   54.7   56.8    93.0   145.3   135.0   120.6   504.0
1899   53.9   33.5   25.5   59.6   49.8   28.5   54.0   26.5   76.0   55.8   70.1   38.9   144.2   135.0   108.9   201.8   572.0
1900   75.7   81.8   21.5   28.1   31.5   66.4   38.6   80.9   16.6   50.3   52.2   66.2   196.4    81.1   185.9   119.1   609.8
1901   15.8   26.2   51.8   52.3   28.0   35.8   43.2   35.6   28.5   51.6   34.7   84.6   108.3   132.2   114.5   114.8   488.1
1902   20.3   25.3   32.0   24.6   74.9   71.6   42.7   79.2   28.7   39.8   36.1   34.0   130.1   131.6   193.5   104.6   509.2
1903   46.9   14.7   52.9   46.2   63.0   94.8  109.2   90.1   68.2  127.9   50.7   32.2    95.6   162.0   294.0   246.8   796.6
1904   47.7   67.4   38.7   20.9   46.1   21.4   64.0   50.2   39.6   29.6   35.8   47.4   147.2   105.7   135.6   104.9   508.7
1905   26.3   26.5   56.6   48.5   30.7   83.3   23.4   65.1   52.8   51.1   54.7   22.2   100.2   135.8   171.9   158.5   541.2
1906   86.9   52.7   42.8   18.9   39.4   70.3   17.6   30.7   32.0   93.7   97.4   58.1   161.8   101.1   118.5   223.1   640.4
1907   29.8   31.1   27.0   71.7   67.4   51.4   47.5   46.8   15.4   77.2   59.0   71.6   119.0   166.1   145.7   151.6   595.9
1908   24.7   38.8   55.5   70.5   36.0   25.8   81.6   61.8   40.4   36.8   27.9   41.6   135.0   161.9   169.2   105.2   541.3
1909   19.8   15.0   72.1   37.9   32.3   93.9   83.4   56.5   52.6  100.6   23.2   95.5    76.4   142.3   233.7   176.4   682.7
1910   45.2   58.1   22.2   50.1   74.5   48.2   70.3   58.6   27.7   43.1   81.5  103.2   198.7   146.8   177.0   152.4   682.7
1911   37.8   32.7   54.2   27.6   31.5   66.4   12.3   26.2   43.6   63.3   82.7   97.9   173.7   113.3   105.0   189.7   576.4
1912   73.1   34.5   67.5    5.9   33.8   72.2   73.2  177.6   59.1   51.6   59.1   61.7   205.5   107.2   323.0   169.8   769.3
1913   68.1   17.0   51.9   53.8   45.0   28.8   42.2   28.4   39.0   85.7   56.4   18.0   146.8   150.6    99.3   181.2   534.2
1914   36.0   40.5   91.7   19.0   30.2   45.0   50.0   30.4   25.3   51.9   65.5  144.7    94.5   140.9   125.4   142.7   630.2
1915   74.1   68.3   35.9   21.4   50.8   28.0  101.4   64.5   38.9   38.4   65.8  105.4   287.2   108.1   193.9   143.1   692.9
1916   33.8   95.5   93.7   37.2   49.1   62.1   35.0   87.9   33.0   64.0   82.1   72.3   234.7   180.1   184.9   179.2   745.8
1917   44.5   19.6   49.3   43.6   32.6   45.7   78.0  117.6   44.4   90.4   39.3   26.5   136.4   125.5   241.2   174.2   631.5
1918   62.8   23.5   19.5   75.2   45.4   22.9   98.8   34.4  124.1   48.9   51.5   68.2   112.8   140.1   156.1   224.6   675.4
1919   77.5   69.8   61.2   67.7   13.1   33.3   71.3   59.5   27.8   39.6   50.8   98.7   215.6   142.1   164.2   118.3   670.6
1920   53.0   15.1   34.1   85.9   35.3   40.3   83.8   40.8   64.3   22.0   20.0   61.1   166.8   155.3   164.8   106.3   555.7
1921   50.2    9.0   24.3   35.1   28.4   10.0    9.1   36.4   38.1   30.7   42.2   36.6   120.3    87.9    55.5   111.0   350.2
1922   82.8   51.3   43.4   65.6   27.4   32.7   99.6   51.4   70.7   24.3   35.2   53.6   170.7   136.4   183.6   130.2   637.9
1923   36.5   75.2   42.6   30.5   34.1   16.9   59.9   59.1   48.1   96.0   55.1   64.6   165.3   107.2   135.9   199.2   618.6
1924   60.1   26.2   17.4   64.2   97.8   48.8   74.2   57.3   73.0  100.9   59.4   60.5   150.8   179.5   180.4   233.3   739.9
1925   30.5   58.3   31.1   49.3   57.4   10.8   55.6   64.5   74.3   65.4   57.5   53.1   149.3   137.8   130.9   197.2   607.7
1926   63.1   55.6    7.3   75.2   43.6   69.8   54.2   36.7   37.9   63.6   90.1   16.4   171.7   126.1   160.6   191.6   613.3
1927   44.0   67.7   50.2   46.9   20.3   90.7   68.5   81.4   98.8   50.6   73.9   60.4   128.0   117.5   240.6   223.3   753.5
1928   84.6   31.9   43.0   30.7   45.5   60.1   55.0   53.0   18.6   70.2   55.7   68.9   176.9   119.2   168.1   144.5   617.2
1929   40.2   14.8    2.1   32.1   34.2   22.6   63.0   28.1   13.4   76.6  107.0  105.6   124.0    68.4   113.7   197.0   539.8
1930   48.4   19.0   35.3   50.7   69.1   24.4   90.6   65.2  107.5   23.8   91.5   53.2   173.0   155.1   180.1   222.9   678.7
1931   46.4   57.9    8.3   81.7   72.1   38.5   86.6   92.3   57.7   19.7   51.6   24.8   157.4   162.0   217.4   129.0   637.5
1932   26.2   11.7   38.0   64.1   97.9   14.7   69.8   52.0   48.2  108.3   34.6   12.7    62.7   200.0   136.6   191.0   578.1
1933   30.7   40.9   49.7   26.3   42.2   53.8   36.8   20.9   62.4   53.8   44.0   13.5    84.2   118.1   111.5   160.2   474.9
1934   33.9   11.2   44.2   52.9   26.4   32.9   37.1   47.4   41.1   38.6   41.3   95.8    58.6   123.5   117.5   121.0   502.9
1935   51.1   54.4   14.1   69.0   31.0   70.2   18.1   36.4   90.9   64.4   93.2   55.6   201.3   114.1   124.6   248.5   648.3
1936   82.5   58.7   18.9   35.5   24.5   91.1  114.5   22.3   65.6   45.8   73.9   41.8   196.8    79.0   227.9   185.4   675.2
1937   92.4   79.8   77.4   68.6   75.1   44.6   48.6   37.5   49.3   48.2   44.0   80.0   213.9   221.1   130.7   141.5   745.5
1938   64.8   17.4    9.9    9.5   50.1   21.2   40.0   42.9   60.2   66.2   58.0   76.8   162.2    69.4   104.1   184.4   516.9
1939  119.4   19.5   47.5   63.6   27.7   45.2   53.3   75.5   33.7  135.5   99.0   39.2   215.8   138.7   174.0   268.2   759.0
1940   43.6   41.2   67.4   37.5   29.0   13.1   83.6   10.2   22.2   56.6  155.2   43.3   123.9   133.9   106.9   234.0   602.8
1941   56.2   51.9   77.5   28.9   48.1   22.5   64.6  103.1   12.1   53.7   60.7   31.3   151.4   154.5   190.3   126.6   610.7
1942   64.8   24.4   44.4   20.3   58.2   18.0   71.5   42.9   41.5   88.7   64.2   57.0   120.6   122.9   132.4   194.4   596.1
1943  100.6   20.0   13.8   24.2   41.8   48.0   27.6   39.3   48.6   41.6   47.1   32.3   177.6    79.8   114.9   137.2   484.9
1944   42.4   31.2    9.4   42.5   26.5   41.1   51.0   49.2   80.4   84.9   91.2   31.8   105.9    78.4   141.4   256.5   581.7
1945   51.3   39.4   27.6   33.0   57.2   48.1   41.3   59.7   52.0   57.4   18.4   67.1   122.5   117.8   149.1   127.7   552.4
1946   36.3   55.1   30.6   26.8   44.9   70.3   93.1   95.1   70.5   36.8   95.8   59.7   158.6   102.3   258.6   203.1   715.1
1947   43.3   40.7  111.6   40.0   16.0   57.9   47.7    4.5   28.2    6.2   30.9   63.0   143.7   167.7   110.0    65.3   490.0
1948   92.2   24.2   17.9   35.6   68.6   66.7   37.1   88.0   41.4   51.5   37.0   43.6   179.4   122.2   191.7   129.9   603.9
1949   26.6   23.7   24.3   39.4   52.9   18.6   42.4   36.8   24.5  103.5   57.8   38.4    94.0   116.6    97.8   185.8   488.9
1950   28.8   78.9   13.1   47.1   53.8   41.9   98.8   59.1   73.4   15.3  105.1   41.9   146.1   114.0   199.8   193.9   657.3
1951   60.5   87.0   78.7   77.9   58.3   30.2   40.3   85.4   64.5   21.5   92.0   39.7   189.4   214.9   155.9   178.0   736.0
1952   51.2   20.3   70.2   33.0   37.9   34.0   22.0   75.5   72.9   56.6   95.1   57.5   111.2   141.0   131.5   224.6   626.1
1953   25.5   35.5   14.2   53.3   37.4   65.8   68.7   54.5   38.8   60.7   32.7   20.3   118.5   104.9   189.0   132.2   507.4
1954   33.8   51.7   56.4    8.3   54.5   61.5   67.9  105.2   42.7   51.1   98.1   48.3   105.7   119.2   234.6   191.9   679.4
1955   51.3   50.6   37.6   11.4   76.4   59.6    7.5   33.6   44.8   83.9   23.9   42.2   150.1   125.4   100.8   152.7   522.9
1956   86.6   25.5   18.6   26.2   16.6   57.5   76.0  104.9   41.7   47.5   23.5   53.2   154.3    61.4   238.5   112.7   577.9
1957   34.2   59.7   40.0    6.8   30.8   47.4   74.7   60.5   86.1   39.9   48.9   52.2   147.1    77.6   182.6   174.9   581.2
1958   56.7   74.2   27.9   27.7   63.5  107.5   77.7   79.2   76.1   53.2   36.0   71.5   183.1   119.1   264.5   165.3   751.2
1959   66.8    3.6   41.9   45.4   14.8   25.4   62.0   33.0    1.7   46.4   52.3   87.3   141.9   102.1   120.4   100.3   480.5
1960   70.4   39.5   33.9   14.2   24.0   44.2   79.2   79.4   93.7  128.4   86.3   80.2   197.2    72.1   202.8   308.4   773.4
1961   67.3   46.6    8.3   49.0   27.9   30.8   42.6   56.1   63.5   82.9   49.8   81.4   194.0    85.2   129.5   196.3   606.2
1962   56.5   19.8   34.6   44.9   45.8    5.6   73.7   51.2   72.5   30.5   47.3   46.1   157.7   125.3   130.4   150.3   528.3
1963   24.6   16.3   65.9   53.0   48.4   46.2   47.3   83.8   47.2   38.8   84.9   16.1    87.0   167.2   177.3   170.9   572.6
1964   19.4   23.7   71.8   63.5   29.4   94.4   31.2   27.9   14.8   36.9   35.4   42.2    59.3   164.7   153.5    87.1   490.6
1965   49.5   20.0   50.9   56.0   40.6   53.4   80.8   60.1  100.6   16.1   63.6  103.9   111.7   147.5   194.3   180.3   695.5
1966   29.6   63.8   14.9   62.2   40.3   69.9   80.6   74.1   26.9   79.2   67.0   74.9   197.3   117.3   224.5   173.2   683.3
1967   31.8   45.0   23.1   58.3   87.1   30.4   39.0   44.6   50.5   91.8   54.7   50.0   151.8   168.5   114.0   197.0   606.3
1968   46.0   32.2   23.7   41.7   43.2   67.8   86.2   88.0  122.5   49.6   43.3   51.2   128.1   108.6   242.0   215.3   695.3
1969   57.3   52.0   57.0   35.1   85.0   39.6   73.4   59.9    4.4    7.1   81.5   63.0   160.6   177.1   172.9    93.0   615.4
1970   61.9   55.9   45.0   67.6   18.7   28.0   44.5   39.2   43.6   26.9  139.1   47.1   180.8   131.3   111.8   209.6   617.6
1971   73.1   15.7   41.5   28.9   39.0   74.8   36.2   70.6   21.3   57.3   80.5   27.1   135.9   109.4   181.6   159.1   565.9
1972   61.8   34.9   41.3   42.0   38.3   36.2   50.1   23.0   39.0    7.2   57.4   48.3   123.8   121.5   109.3   103.6   479.3
1973   16.5   20.9   13.4   52.4   64.6   59.9   64.7   25.2   79.3   36.7   29.4   34.6    85.6   130.4   149.7   145.3   497.4
1974   44.9   57.9   26.2   11.4   19.0   52.9   46.1   84.4   91.8   99.6  107.9   32.4   137.4    56.6   183.4   299.3   674.5
1975   69.9   21.8   77.2   59.0   53.4   26.1   34.4   16.3   91.6   15.2   58.1   32.1   124.1   189.6    76.8   165.0   555.2
1976   37.6   18.4   13.5   13.7   29.5   11.6   33.2   40.8   87.6   98.1   68.8   59.8    88.1    56.8    85.6   254.4   512.6
1977   64.7   81.3   44.7   31.6   39.9   50.6   10.1   97.4   16.5   23.2   55.2   57.4   205.7   116.2   158.1    94.9   572.5
1978   72.5   46.2   59.7   44.3   48.3   67.1   62.0   47.3   33.7    6.2   23.0  104.8   176.2   152.3   176.4    62.8   615.0
1979   63.1   57.2   88.3   55.4   79.0   32.4   21.1   58.2   19.2   49.6   48.6   96.1   225.0   222.6   111.7   117.4   668.1
1980   38.4   46.8   61.5   23.3   15.2   84.1   66.2   48.9   27.8   81.1   49.9   43.7   181.3    99.9   199.2   158.8   586.8
1981   41.8   24.7   92.9   69.0   66.9   32.2   57.8   29.7   77.8   70.5   37.4   53.4   110.2   228.7   119.7   185.7   654.0
1982   37.3   19.5   53.6   13.2   57.3   98.8   24.7   52.8   50.2  122.4   72.2   54.6   110.2   124.1   176.3   244.8   656.7
1983   42.3   40.9   37.0   92.1   93.6   22.2   31.5   12.8   64.5   38.9   48.4   42.7   137.8   222.8    66.4   151.7   566.9
1984   83.1   37.0   46.5   12.7   72.9   50.2   24.4   41.4   93.4   54.6   76.4   44.9   162.9   132.1   116.0   224.3   637.5
1985   54.8   12.3   40.8   41.9   53.1  109.4   50.0   55.2   14.5   14.5   51.4   84.5   112.1   135.7   214.6    80.4   582.3
1986   64.1   17.0   53.1   59.3   53.8   20.9   54.6   86.5   28.4   71.3   62.7   69.5   165.6   166.2   162.1   162.4   641.2
1987   22.1   28.7   45.6   42.9   53.1   93.8   80.5   91.6   38.0  130.0   53.5   25.2   120.3   141.5   265.9   221.5   704.9
1988  116.5   32.6   75.0   31.4   44.7   37.4   95.1   41.1   41.0   57.1   34.8   22.2   174.3   151.2   173.6   132.9   629.1
1989   31.9   40.4   50.2   72.6    9.5   54.6   44.6   35.9   25.0   39.3   30.8  104.3    94.5   132.3   135.1    95.1   539.2
1990   53.8   78.9   15.3   39.5   14.3   43.2   18.6   32.3   32.3   50.9   56.8   47.9   237.1    69.1    94.2   139.9   483.8
1991   43.6   38.1   28.7   47.0   14.8   84.9   40.6   21.8   56.9   23.9   58.2   22.3   129.6    90.5   147.2   138.9   480.7
1992   39.0   16.7   64.0   48.7   51.9   33.7   81.3   77.4   83.3   75.3   87.6   40.0    78.0   164.7   192.5   246.2   699.0
1993   56.9   17.9   18.1   66.4   51.8   46.8   64.0   43.4  103.1   98.6   65.2   86.4   114.8   136.4   154.2   266.9   718.7
1994   71.1   41.0   51.2   52.4   52.2   27.6   32.2   59.1   74.0   75.0   25.2   56.0   198.5   155.8   119.0   174.2   616.9
1995  102.5   66.4   54.8   15.3   26.0   27.2   29.3    8.1  103.6   11.9   33.1   71.4   224.9    96.1    64.6   148.5   549.5
1996   31.7   49.9   19.5    9.2   21.8   14.0   42.3   80.9   17.5   41.7   95.0   33.6   152.9    50.5   137.3   154.3   457.3
1997   10.7   46.0   10.9   13.5   42.9  128.8   34.0   47.2   12.1   49.1   57.0   80.2    90.3    67.3   209.9   118.3   532.4
1998   61.5    6.9   50.2  117.8   15.4   96.1   32.2   34.3   76.1   93.2   59.4   69.1   148.6   183.4   162.6   228.7   712.2
1999   66.5   28.7   49.5   42.6   25.9   87.6   30.5   96.9   79.6   51.9   37.4   72.3   164.2   118.0   215.0   168.8   669.3
2000   21.3   60.1   16.5   93.4   91.9   17.2   60.4   39.1   81.0  125.0  110.1   63.7   153.7   201.7   116.6   316.1   779.5
2001   54.1   84.5   89.4   73.3   39.8   36.8   80.1   72.6   85.5   86.6   52.3   24.2   202.3   202.4   189.5   224.4   779.2
2002   45.3   56.9   35.7   32.5   58.1   34.1   68.9   54.8   30.5   85.0  105.9   99.6   126.4   126.4   157.9   221.4   707.6
2003   80.3   17.2   17.5   25.1   45.5   63.7   54.9    5.6   21.1   39.8   85.6   60.2   197.1    88.0   124.2   146.5   516.4
2004   83.5   37.4   33.1   58.8   44.6   39.3   70.0  116.6   29.5   88.7   45.4   29.7   181.1   136.5   225.9   163.7   676.7
2005   28.8   40.4   31.7   38.5   39.1   45.4   51.8   54.5   61.3   66.2   39.8   32.1    98.9   109.3   151.7   167.2   529.6
2006   15.6   38.1   37.9   34.3   81.2   20.1   28.7  105.9   56.7   66.3   66.7   55.3    85.8   153.4   154.7   189.7   606.9
2007   65.2   65.4   38.9    1.0  118.1   99.6   73.8   53.8   34.0   52.5   41.2   45.6   185.9   158.0   227.1   127.7   689.0
2008   70.6   18.6   83.3   45.6   68.1   43.3   54.6   80.6   51.6   60.3   80.9   27.1   134.9   196.9   178.6   192.9   684.8
2009   47.5   58.7   35.4   16.1   33.5   49.4   79.8   34.1   15.9   42.8  104.2   79.6   133.3    85.0   163.3   163.0   597.1
2010   49.4   82.3   34.0   15.1   25.4   30.4   29.8  122.2   59.0   60.4   51.2   25.6   211.4    74.5   182.4   170.5   584.8
2011   65.1   41.2    7.3    4.3   16.2   68.9   51.9   59.5   25.7   25.4   29.9   59.0   131.9    27.8   180.3    81.0   454.4
2012   42.0   17.8   34.1  112.6   48.5   98.8  107.2   47.8   40.3   88.1   74.6   98.0   118.8   195.2   253.9   203.0   809.9
2013   47.0   31.2   53.1   23.8   48.9   20.3   32.7   52.1   43.5   96.7   52.9   59.3   176.1   125.8   105.0   193.1   561.4
2014  101.9   73.5   21.6   19.4   93.6   37.6   58.2   95.1   17.9   79.4   87.7   50.3   234.8   134.6   190.9   185.1   736.3
2015   55.4   38.7   24.0   20.7   50.0   22.0   84.2   72.4   50.3   43.3   71.2   51.6   144.4    94.8   178.7   164.8   583.9
2016   69.1   28.4   65.4   55.4   48.8  102.4   27.3   27.8   42.4   32.6   69.1   19.5   149.1   169.5   157.5   144.0   588.1
2017   47.5   37.7   32.8   13.5   61.3   64.1   79.0   60.3   58.0   18.0   42.3   89.8   104.7   107.5   203.5   118.2   604.2
2018   54.4   43.0   70.6   65.6   37.4    5.8   24.2   61.1   29.8   56.1   47.9   60.8   187.2   173.6    91.0   133.8   556.6
2019   26.1   27.9   47.1   11.0   40.9   87.8   41.5   36.7   63.7   92.1   71.5   81.6   114.8    99.0   166.0   227.3   627.9
2020   50.3   78.7   24.6   27.0    2.8   59.6   52.1   80.9   59.2  113.6   38.4  109.9   210.6    54.4   192.6   211.3   697.1
2021   94.4   44.7   33.6    4.8   81.2   60.0   58.3   32.3   50.2   83.4   27.0   66.8   249.1   119.6   150.6   160.6   636.8
2022   16.4   61.2   27.7   12.1   34.9   33.1    5.4                                      144.5    74.7                        
