year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,win,spr,sum,aut,ann
1893,56.9,146.7,40.2,19.3,57.6,62.6,97.5,110.8,112.4,124.8,86.4,147.2,277.1,117.0,270.9,323.6,1062.4
1894,127.7,165.1,88.0,55.3,97.6,80.3,94.9,126.1,21.7,137.2,140.0,121.2,440.0,240.9,301.3,298.9,1255.1
1895,93.4,15.1,120.0,74.3,21.6,47.2,155.4,124.5,44.1,142.1,138.9,109.3,229.8,215.8,327.1,325.1,1085.9
1896,62.9,54.0,156.2,50.3,13.4,85.1,99.7,82.6,178.7,150.2,44.6,158.2,226.2,220.0,267.4,373.5,1136.0
1897,43.1,97.2,151.6,84.9,49.9,100.7,49.8,146.3,131.0,66.5,145.1,174.9,298.5,286.4,296.8,342.7,1241.0
1898,100.9,104.5,43.0,85.9,105.8,81.5,30.8,167.8,56.6,136.7,105.4,149.3,380.3,234.7,280.1,298.7,1168.2
1899,189.1,87.8,68.8,113.3,90.3,55.6,79.7,44.7,136.4,104.7,105.7,85.9,426.1,272.4,180.0,346.8,1161.9
1900,138.0,122.8,25.0,68.8,66.8,94.7,60.4,177.9,63.0,169.6,121.8,174.1,346.7,160.6,333.0,354.4,1282.9
1901,81.2,46.1,100.5,80.2,35.0,69.1,63.0,111.3,55.5,118.6,141.1,152.4,301.4,215.8,243.5,315.2,1054.2
1902,87.9,42.9,77.5,60.5,95.8,58.0,80.0,91.0,54.2,116.5,82.3,126.2,283.2,233.9,229.1,253.0,973.0
1903,153.4,138.2,185.1,54.9,90.1,49.0,116.8,174.9,158.0,272.9,109.1,98.5,417.8,330.1,340.7,540.0,1600.8
1904,127.8,117.2,77.6,90.5,74.1,53.0,66.8,126.0,61.6,65.6,88.3,109.9,343.5,242.1,245.7,215.5,1058.2
1905,62.2,65.0,126.5,97.2,38.6,68.5,65.5,137.2,77.1,97.8,133.8,48.6,237.1,262.3,271.1,308.7,1018.0
1906,172.3,100.7,97.4,42.0,127.7,54.6,53.4,132.7,42.3,184.0,106.5,117.7,321.6,267.1,240.7,332.7,1231.2
1907,57.0,68.1,94.0,65.3,104.6,168.4,82.4,123.3,22.5,176.6,101.4,141.7,242.8,263.9,374.1,300.4,1205.2
1908,111.5,92.1,115.9,74.2,90.0,73.1,118.8,122.7,130.2,58.7,104.2,102.8,345.2,280.1,314.6,293.2,1194.2
1909,85.0,58.8,96.4,98.4,51.4,76.4,144.7,88.2,93.3,194.0,59.8,188.9,246.6,246.2,309.3,347.1,1235.2
1910,131.4,151.4,52.9,96.1,73.6,81.3,126.7,169.5,16.2,91.9,152.5,160.7,471.7,222.6,377.4,260.5,1304.0
1911,52.4,125.9,57.4,82.0,55.7,99.0,25.5,102.0,111.2,112.8,152.1,209.6,339.0,195.1,226.4,376.2,1185.7
1912,106.8,72.1,172.1,21.0,57.7,147.0,127.7,187.9,50.5,135.5,123.0,154.0,388.6,250.8,462.5,309.0,1355.3
1913,130.6,65.1,152.2,140.7,79.9,87.8,38.2,68.3,77.9,101.5,140.1,93.3,349.7,372.7,194.3,319.4,1175.6
1914,100.8,131.5,140.2,37.9,69.4,56.6,126.8,93.9,80.0,52.7,160.0,215.5,325.6,247.5,277.3,292.6,1265.2
1915,146.4,165.2,52.6,67.8,52.6,34.7,124.3,109.4,34.8,54.4,80.2,219.5,527.1,173.0,268.4,169.3,1141.9
1916,114.9,135.8,66.8,88.3,98.1,78.3,77.4,85.7,88.2,215.5,132.0,95.6,470.2,253.3,241.4,435.7,1276.6
1917,69.0,39.1,76.1,67.9,79.4,71.5,49.8,227.7,88.9,199.5,127.3,65.5,203.8,223.3,349.0,415.8,1161.7
1918,112.9,141.6,52.5,38.5,77.9,56.2,124.7,95.4,272.4,135.8,86.0,199.2,320.0,169.0,276.3,494.2,1393.3
1919,130.5,44.6,155.8,73.3,40.2,64.5,48.7,110.5,93.5,84.9,87.6,199.6,374.3,269.3,223.7,266.0,1133.7
1920,152.1,114.7,156.6,148.3,141.2,78.7,187.0,77.6,93.5,66.8,71.7,106.6,466.4,446.1,343.3,232.0,1394.9
1921,192.8,12.3,134.0,42.0,67.1,13.0,66.4,170.9,48.1,87.4,78.6,164.2,311.7,243.1,250.4,214.2,1076.8
1922,127.4,138.4,83.8,76.9,49.0,67.3,139.9,115.1,110.4,35.8,70.5,170.9,430.0,209.7,322.3,216.7,1185.4
1923,107.6,187.1,50.6,93.2,100.5,35.5,108.8,175.6,140.1,206.4,160.2,136.1,465.6,244.3,319.9,506.7,1501.8
1924,109.5,27.4,43.3,74.2,153.7,80.5,139.8,147.6,159.2,132.5,85.0,187.7,273.0,271.2,368.0,376.8,1340.5
1925,108.9,177.2,46.4,93.2,127.6,5.0,66.8,118.6,121.2,154.5,78.8,114.9,473.8,267.3,190.4,354.5,1213.2
1926,142.8,123.4,50.2,60.2,88.5,79.3,119.6,120.1,115.3,110.0,192.7,39.3,381.1,198.9,319.0,418.0,1241.3
1927,134.7,77.1,123.7,75.2,54.7,131.8,112.6,197.0,181.3,128.1,149.4,46.2,251.1,253.6,441.4,458.8,1411.8
1928,253.6,142.1,91.3,45.1,36.3,172.7,96.9,163.0,59.6,180.3,217.4,102.4,441.9,172.7,432.6,457.2,1560.8
1929,51.6,31.4,24.7,38.9,74.0,63.5,108.4,146.7,60.0,177.5,248.7,234.3,185.5,137.6,318.6,486.2,1259.7
1930,191.1,15.5,88.0,75.7,56.5,60.0,135.4,175.7,106.5,198.4,159.8,147.5,440.9,220.3,371.1,464.6,1410.1
1931,127.6,124.8,24.6,96.2,93.9,156.8,121.3,143.1,89.8,79.1,221.9,90.6,399.8,214.8,421.2,390.8,1369.6
1932,168.7,4.2,86.7,113.5,115.4,40.3,149.7,48.0,135.9,202.7,99.1,107.8,263.5,315.6,237.9,437.6,1271.8
1933,115.7,117.4,80.9,43.6,56.9,74.5,85.5,60.6,34.3,134.5,52.5,29.8,340.9,181.4,220.6,221.2,886.1
1934,134.6,10.2,84.5,83.2,96.2,63.1,50.3,130.7,117.2,176.7,54.6,196.5,174.5,263.9,244.1,348.4,1197.7
1935,63.9,167.4,38.9,101.7,33.4,125.1,46.4,63.6,201.4,207.9,147.0,91.9,427.8,173.9,235.1,556.3,1288.5
1936,149.0,73.7,77.3,42.0,39.1,119.1,143.7,65.2,137.9,108.2,145.8,168.1,314.6,158.4,327.9,392.0,1269.2
1937,132.2,174.5,63.9,93.7,58.1,63.7,72.6,59.0,80.9,84.0,49.3,92.1,474.8,215.6,195.2,214.2,1023.9
1938,168.2,54.3,57.4,14.1,94.5,135.6,146.5,103.6,63.9,240.7,184.0,130.6,314.5,165.9,385.7,488.6,1393.3
1939,182.7,126.8,87.6,66.9,31.6,89.0,195.2,68.7,39.9,75.6,203.0,86.2,440.1,186.2,353.0,318.5,1253.3
1940,74.1,74.3,109.1,73.6,51.1,29.4,130.9,45.0,113.6,141.7,198.1,119.8,234.6,233.8,205.4,453.4,1160.8
1941,59.7,126.2,92.8,48.6,80.7,21.8,58.2,149.2,34.4,147.2,87.5,75.3,305.6,222.1,229.3,269.1,981.6
1942,142.9,51.2,85.7,65.1,110.0,20.6,116.3,125.7,112.9,142.7,32.6,155.4,269.4,260.8,262.6,288.3,1161.2
1943,181.5,93.9,40.5,66.6,109.4,104.0,92.8,162.1,142.5,144.3,96.4,65.5,430.8,216.4,359.0,383.3,1299.6
1944,157.8,60.6,23.5,65.7,71.9,92.0,92.0,92.7,153.2,149.6,210.0,123.5,283.9,161.0,276.7,512.8,1292.4
1945,103.0,139.1,60.3,67.2,109.8,109.2,78.4,69.4,95.1,151.1,14.2,104.1,365.5,237.2,257.0,260.3,1100.7
1946,157.1,148.4,50.3,38.9,51.9,111.1,110.4,164.1,182.5,30.8,197.7,144.6,409.6,141.1,385.6,411.0,1387.8
1947,119.9,37.4,180.7,130.8,86.7,81.4,99.8,10.2,93.3,23.5,169.1,94.9,301.9,398.2,191.5,285.9,1127.8
1948,252.1,89.4,74.8,62.2,48.8,153.8,76.1,146.0,123.3,93.7,96.9,142.9,436.5,185.7,376.0,313.9,1360.0
1949,91.3,78.0,62.3,124.5,82.1,25.2,71.1,78.5,46.2,167.5,166.8,191.3,312.2,268.9,174.8,380.5,1184.8
1950,69.4,170.7,73.5,107.9,41.3,71.0,107.5,191.1,233.7,104.5,143.4,90.5,431.4,222.7,369.5,481.7,1404.5
1951,120.0,119.7,145.7,83.0,66.8,37.2,74.7,143.2,130.3,34.0,236.6,221.0,330.3,295.5,255.2,400.8,1412.3
1952,134.0,42.7,70.1,80.9,69.5,86.9,62.1,125.0,112.0,139.9,84.3,125.0,397.7,220.5,274.0,336.3,1132.4
1953,55.9,64.0,46.4,94.5,67.9,65.4,145.9,125.7,145.4,65.3,159.1,62.5,244.9,208.8,337.0,369.8,1098.0
1954,108.0,102.3,92.6,34.2,94.0,118.6,143.8,152.3,167.4,254.5,232.7,159.9,272.7,220.8,414.7,654.7,1660.5
1955,92.8,63.6,59.4,69.8,111.5,112.8,39.5,46.6,82.2,80.9,61.6,154.1,316.3,240.8,198.9,224.7,974.8
1956,123.2,25.2,53.4,50.1,49.9,70.1,145.0,250.7,106.3,96.1,55.3,140.6,302.5,153.4,465.8,257.7,1165.9
1957,143.7,103.8,105.2,20.8,66.3,53.2,157.5,163.8,189.0,152.3,60.9,123.0,388.2,192.4,374.5,402.2,1339.8
1958,122.9,178.8,41.9,39.9,116.8,115.2,118.2,118.0,167.5,121.8,58.2,109.4,424.7,198.6,351.4,347.4,1308.4
1959,112.4,29.2,70.7,112.8,42.3,86.6,104.5,23.8,20.0,143.1,166.6,223.5,251.0,225.8,214.9,329.7,1135.5
1960,181.5,123.9,46.9,82.6,56.3,57.9,144.7,122.9,115.4,118.6,237.2,145.8,529.0,185.8,325.6,471.2,1433.8
1961,151.5,105.4,39.2,112.3,59.8,56.5,116.0,145.3,109.0,172.8,98.2,110.5,402.7,211.3,317.8,380.0,1276.5
1962,170.1,87.1,51.7,109.0,89.9,53.9,63.3,179.3,138.5,66.2,78.2,110.0,367.7,250.7,296.5,282.9,1197.3
1963,26.1,23.1,139.8,106.7,81.4,117.2,68.0,121.8,117.7,102.5,206.5,34.9,159.2,327.9,307.0,426.7,1145.8
1964,46.6,30.1,78.5,77.0,90.8,68.6,98.9,99.9,74.2,105.3,98.5,213.2,111.7,246.3,267.3,278.0,1081.6
1965,157.8,18.9,77.6,89.7,88.0,109.1,109.0,102.3,170.2,77.3,108.2,232.2,390.0,255.3,320.5,355.7,1340.4
1966,66.4,152.3,81.2,102.4,100.6,123.2,91.3,110.5,107.3,124.6,125.3,183.1,450.9,284.2,325.0,357.1,1368.0
1967,79.3,132.4,75.7,49.1,166.6,63.7,118.6,121.5,160.9,286.1,101.4,115.7,394.8,291.3,303.8,548.4,1470.9
1968,142.8,51.6,134.1,74.4,97.8,87.5,101.7,69.4,198.8,157.2,77.2,75.6,310.1,306.4,258.6,433.3,1268.2
1969,118.6,83.9,69.0,85.4,133.3,84.8,46.9,89.5,68.9,46.5,204.1,123.8,278.2,287.8,221.1,319.4,1154.7
1970,114.6,124.1,91.3,143.1,24.9,65.2,101.3,114.7,111.8,152.4,203.5,61.1,362.5,259.3,281.2,467.7,1308.0
1971,99.4,81.0,81.9,54.4,55.6,94.4,71.1,153.5,44.5,116.7,131.3,45.8,241.5,191.9,319.0,292.4,1029.5
1972,123.7,76.0,106.5,112.9,101.0,124.2,95.7,58.9,37.0,46.3,184.0,136.0,245.5,320.5,278.8,267.3,1202.3
1973,77.5,76.4,53.1,84.5,94.2,38.3,117.3,126.5,100.0,88.9,102.9,126.2,289.9,231.8,282.1,291.7,1085.7
1974,196.2,131.7,66.2,9.9,55.4,72.3,137.8,90.7,194.9,106.7,164.8,158.5,454.0,131.5,300.9,466.5,1385.1
1975,207.7,38.4,63.1,97.3,39.8,31.6,110.3,79.2,146.9,61.8,105.6,85.1,404.6,200.1,221.1,314.3,1066.7
1976,135.9,71.2,77.1,45.4,108.3,32.6,47.7,13.6,187.2,169.0,105.5,87.5,292.2,230.8,94.0,461.8,1081.2
1977,110.4,169.1,92.5,94.2,48.0,114.6,47.1,83.3,101.6,142.8,173.4,122.2,367.1,234.7,245.0,417.7,1299.2
1978,141.2,88.0,129.6,44.0,33.2,82.1,95.1,116.1,128.6,49.9,149.8,161.0,351.4,206.8,293.2,328.3,1218.5
1979,97.4,43.7,157.6,80.7,137.5,45.2,45.9,129.9,90.9,102.2,168.1,232.6,302.1,375.8,221.0,361.2,1331.7
1980,114.9,134.0,120.6,8.5,35.8,147.3,72.7,134.0,105.0,203.9,164.2,167.6,481.6,164.9,354.0,473.1,1408.6
1981,116.6,80.1,225.3,51.6,94.9,83.1,75.8,57.9,192.3,209.9,152.3,81.7,364.4,371.8,216.8,554.5,1421.6
1982,125.1,82.8,145.2,28.8,57.9,120.8,44.5,142.1,110.9,134.2,202.6,171.8,289.6,231.8,307.5,447.7,1366.8
1983,187.6,49.7,124.2,100.0,124.7,56.7,42.0,59.4,147.5,168.7,61.1,176.2,409.1,348.9,158.1,377.3,1297.8
1984,188.7,80.7,55.2,17.8,37.7,64.3,30.7,79.9,168.5,160.8,196.8,114.9,445.6,110.7,174.9,526.2,1196.0
1985,72.7,31.3,85.4,108.7,74.7,99.2,112.1,191.3,103.7,75.8,120.0,177.3,218.9,268.8,402.6,299.5,1252.2
1986,164.4,9.0,129.5,98.1,114.3,58.6,82.8,130.9,18.9,151.8,185.3,246.5,350.7,341.9,272.3,356.0,1390.1
1987,46.2,83.8,143.8,67.5,57.1,134.4,114.1,105.9,117.7,207.0,101.3,121.5,376.4,268.4,354.4,426.0,1300.2
1988,201.5,93.6,156.7,59.1,70.7,37.0,180.7,142.5,118.4,123.0,72.1,111.5,416.6,286.6,360.3,313.5,1367.0
1989,80.1,147.9,156.1,96.3,36.6,82.5,36.7,112.6,36.5,153.5,96.2,136.5,339.4,289.1,231.8,286.3,1171.7
1990,218.4,205.1,43.4,58.1,43.9,98.6,57.3,73.2,89.0,171.3,93.7,166.7,560.0,145.4,229.1,354.0,1318.7
1991,108.4,94.5,111.2,93.5,19.9,105.8,76.4,65.7,70.4,132.7,164.3,108.7,369.6,224.6,247.9,367.5,1151.5
1992,64.0,96.4,147.6,96.9,72.6,48.2,83.2,168.5,114.4,123.2,184.3,126.3,269.1,317.1,299.8,421.9,1325.6
1993,170.4,21.1,37.2,119.5,139.1,70.0,108.5,85.9,96.4,55.2,77.2,266.0,317.7,295.9,264.4,228.8,1246.6
1994,165.8,90.7,176.0,118.2,41.6,67.1,67.7,99.0,124.5,122.3,133.8,230.1,522.6,335.7,233.8,380.6,1436.8
1995,219.2,176.7,102.6,33.9,70.2,37.1,76.9,18.2,107.9,101.5,84.9,57.3,625.9,206.8,132.3,294.3,1086.4
1996,59.2,112.5,47.1,80.8,76.2,48.5,60.6,93.3,60.1,160.3,159.2,62.4,229.0,204.1,202.4,379.7,1020.3
1997,12.0,213.7,69.7,39.9,108.1,119.5,76.8,78.2,79.2,74.5,126.1,157.8,288.2,217.7,274.5,279.9,1155.5
1998,159.2,61.2,156.2,117.2,42.2,161.1,103.7,103.4,106.5,234.6,129.5,116.7,378.2,315.5,368.2,470.6,1491.4
1999,205.1,88.3,103.8,97.2,89.6,97.4,41.5,101.5,155.7,121.0,109.4,237.2,410.0,290.6,240.4,386.1,1447.7
2000,132.3,152.0,76.0,108.9,81.5,96.8,85.8,107.0,160.8,259.6,252.6,176.6,521.6,266.4,289.7,673.0,1690.0
2001,77.7,117.3,69.1,127.7,56.6,55.2,76.5,115.4,121.2,165.4,114.9,78.8,371.6,253.4,247.2,401.4,1175.8
2002,144.6,241.9,63.7,89.1,113.6,95.2,90.6,98.6,47.0,172.2,170.3,140.6,465.4,266.4,284.3,389.5,1467.4
2003,102.0,56.1,71.6,67.0,133.5,76.2,101.7,22.2,89.5,70.7,133.0,147.0,298.7,272.0,200.1,293.2,1070.4
2004,173.7,102.2,74.1,72.1,53.1,85.9,82.0,197.7,143.3,191.5,90.2,132.6,423.0,199.2,365.6,425.0,1398.4
2005,137.4,75.0,63.3,115.5,73.8,67.1,62.6,83.1,104.6,182.5,151.1,89.9,344.9,252.7,212.9,438.2,1206.0
2006,69.8,76.4,159.5,80.0,133.3,40.9,45.8,123.7,99.8,167.3,160.5,238.1,236.1,372.8,210.4,427.6,1395.1
2007,182.8,98.5,81.4,32.6,102.5,172.5,175.5,78.5,102.3,61.8,97.9,170.7,519.4,216.5,426.6,261.9,1357.0
2008,235.3,80.2,125.3,84.5,34.8,109.4,130.8,153.2,147.0,245.1,101.9,100.2,486.1,244.6,393.3,494.0,1547.7
2009,138.5,27.3,69.3,57.5,99.6,63.8,180.3,125.9,59.1,106.9,306.5,124.2,266.1,226.4,370.1,472.5,1359.0
2010,76.3,56.9,83.1,34.5,38.1,40.2,165.1,83.1,153.6,110.8,139.1,44.9,257.5,155.7,288.4,403.5,1025.7
2011,125.8,154.7,42.9,40.6,114.1,84.2,93.2,114.9,136.5,129.5,86.2,210.1,325.3,197.5,292.4,352.2,1332.7
2012,125.4,69.0,31.8,128.4,77.5,205.6,141.6,142.2,177.7,140.7,160.6,224.0,404.6,237.7,489.4,479.1,1624.6
2013,110.0,64.3,66.3,54.6,98.6,61.5,94.3,100.5,78.5,185.2,96.2,188.6,398.2,219.5,256.3,359.9,1198.6
2014,205.3,188.2,90.3,56.8,115.3,45.8,69.1,139.8,16.4,172.4,103.1,167.1,582.1,262.4,254.7,291.9,1369.7
2015,167.6,77.7,109.6,49.3,141.8,49.8,109.6,99.8,53.0,68.1,260.9,343.2,412.4,300.6,259.2,382.0,1530.3
2016,203.2,142.4,84.5,100.6,54.0,127.0,107.5,123.2,111.5,40.9,123.6,80.7,688.8,239.1,357.8,276.0,1299.2
2017,74.4,111.7,149.8,26.0,60.9,136.1,120.6,115.2,169.6,144.4,147.7,143.9,266.8,236.7,371.9,461.6,1400.2
2018,153.2,77.8,89.3,95.0,47.3,33.1,57.5,98.6,137.0,113.8,118.9,158.1,374.9,231.6,189.1,369.7,1179.5
2019,72.8,82.8,187.3,75.7,57.1,133.9,113.6,163.5,186.2,154.7,126.7,147.2,313.7,320.0,411.0,467.6,1501.5
2020,130.3,293.2,91.7,25.1,19.1,140.1,142.1,185.2,83.1,204.5,139.9,190.5,570.7,135.8,467.5,427.5,1644.8
2021,199.9,132.6,122.8,15.1,159.9,28.2,84.5,80.6,99.5,217.2,88.5,161.7,523.0,297.7,193.3,405.2,1390.4
2022,62.7,189.9,41.4,49.1,70.5,70.3,61.8,414.3,161.1,
