Areal values from HadUK-Grid 1km gridded climate data from land surface network
Source: Met Office National Climate Information Centre
Monthly, seasonal and annual total precipitation amount for England S
Areal series, starting in 1836
Last updated 01-Aug-2022 11:00
year    jan    feb    mar    apr    may    jun    jul    aug    sep    oct    nov    dec     win     spr     sum     aut     ann
1863   85.1   19.4   29.5   30.4   34.3  101.5   23.0   69.9   85.5   93.6   64.4   44.8   161.7    94.1   194.3   243.5   681.2
1864   36.4   38.6   73.0   31.7   44.4   39.7   17.2   26.8   68.2   46.5   78.1   45.9   119.7   149.0    83.7   192.9   546.5
1865   90.5   67.2   39.7   18.5   65.1   46.5   85.2  111.4    5.3  163.1   82.7   54.4   203.6   123.3   243.0   251.2   829.5
1866  101.1   94.1   54.8   47.2   40.6   71.3   56.2   84.8  150.0   48.2   58.8   66.9   249.6   142.6   212.3   257.1   874.2
1867   96.2   53.6   79.9   66.9   69.8   36.1   94.6   50.9   54.1   81.7   24.7   54.0   216.7   216.6   181.6   160.5   762.5
1868   90.1   43.8   53.3   53.5   32.5   15.2   19.4   97.9   81.0   76.0   51.2  156.6   188.0   139.3   132.5   208.2   770.6
1869   94.7   74.2   50.1   37.2  111.0   30.8   17.6   33.8  110.2   55.1   63.2  105.2   325.4   198.3    82.2   228.5   782.9
1870   47.3   49.8   46.4   14.7   31.2   18.6   37.6   49.8   42.1  113.9   53.4   71.1   202.3    92.3   106.1   209.3   575.9
1871   54.6   46.0   36.1   90.7   24.2   75.2  102.8   33.8  130.3   61.0   28.1   49.4   171.7   151.0   211.8   219.5   732.3
1872  128.3   67.7   67.5   60.9   62.2   88.4  100.3   65.6   60.1  121.5  120.0  122.3   245.4   190.6   254.4   301.6  1064.9
1873   91.2   48.6   66.8   22.5   49.3   57.5   64.1   78.5   59.8   70.7   64.1   17.5   262.1   138.6   200.1   194.7   690.8
1874   62.2   53.5   24.9   44.1   28.1   37.6   34.3   63.4   99.2   92.9   71.2   75.9   133.2    97.1   135.3   263.3   687.3
1875  101.9   41.7   24.1   36.9   54.1   79.7  138.0   50.0   77.4  145.6  123.5   36.6   219.5   115.1   267.8   346.4   909.4
1876   43.3   78.8   85.9   75.6   17.7   45.9   30.7   72.2  130.1   55.5   96.4  169.3   158.8   179.1   148.9   282.0   901.5
1877  129.6   55.1   62.4   81.0   67.1   33.4   90.1  101.7   54.4   58.9  126.3   57.6   354.1   210.5   225.2   239.6   917.7
1878   46.0   43.0   33.6   67.7  120.6   63.2   34.9  133.0   51.6   88.6  100.9   55.4   146.6   221.9   231.1   241.2   838.6
1879   75.0   95.6   23.4   71.4   74.2  129.8  101.8  134.5   86.1   30.3   24.3   26.6   225.9   169.0   366.1   140.7   872.9
1880   13.7   80.4   35.4   51.9   26.8   73.2  131.6   31.4  103.7  149.6   72.3   93.3   120.7   114.2   236.2   325.5   863.2
1881   37.7   88.6   59.4   24.4   32.6   64.1   53.2  125.7   57.5   70.2   90.3   87.7   219.6   116.4   243.0   218.0   791.3
1882   49.5   50.9   39.0   97.3   47.3   89.6   92.1   62.2   77.0  157.2  104.0   99.1   188.2   183.6   243.9   338.1   965.3
1883   76.7  102.8   30.8   37.0   46.6   75.0   80.7   30.0  118.8   72.7  102.5   32.4   278.6   114.4   185.7   294.0   806.0
1884   76.8   53.4   55.7   41.5   26.0   50.0   74.3   42.1   57.3   39.0   43.3   80.8   162.6   123.2   166.4   139.5   640.1
1885   59.2   83.9   35.8   56.4   72.9   52.0   13.2   46.5  115.3  124.7   93.1   33.1   223.9   165.1   111.7   333.1   786.0
1886   98.7   19.0   60.3   50.1  106.5   24.4   79.0   44.0   52.8  111.1   80.1  122.0   150.8   216.9   147.4   244.0   848.0
1887   63.6   17.9   41.1   33.3   47.1   23.9   27.7   46.8   70.4   60.4   80.5   53.5   203.5   121.5    98.3   211.4   566.2
1888   27.8   34.9   85.7   46.3   32.5   65.7  136.2   66.4   31.8   34.0  131.7   60.8   116.1   164.5   268.3   197.6   753.9
1889   26.8   53.4   66.1   70.6   81.3   29.2   73.4   74.2   50.5  105.4   35.4   48.0   141.0   218.0   176.9   191.4   714.3
1890   83.7   23.8   47.1   45.4   53.0   64.9   88.7   72.9   28.9   40.2   79.2   31.2   155.5   145.6   226.5   148.3   659.2
1891   60.1    1.9   49.4   33.5   79.9   51.0   73.6  128.8   42.3  166.8   75.3  102.9    93.2   162.8   253.4   284.3   865.4
1892   35.4   47.7   26.6   30.4   37.4   63.9   61.1   83.2   70.2  114.6   60.6   41.0   185.9    94.4   208.3   245.5   672.2
1893   54.2   91.2   10.5    5.0   35.6   27.8   91.4   44.7   43.1   82.6   60.6   75.4   186.4    51.1   163.9   186.3   622.1
1894   70.7   55.6   39.5   52.1   56.3   58.4   97.8   70.3   54.1   95.6  118.1   63.6   201.8   147.9   226.5   267.9   832.2
1895   86.3    6.3   56.3   50.3   15.1   25.3   90.3   73.8   20.7   87.6  118.8   72.6   156.1   121.7   189.4   227.1   703.3
1896   26.1   14.4   82.2   21.9    8.4   59.0   36.6   57.0  144.4   89.9   30.6  113.5   113.2   112.5   152.6   264.9   684.1
1897   57.8   79.4   93.9   60.0   33.3   65.2   26.7   97.3   78.7   29.2   39.7   95.5   250.7   187.1   189.3   147.7   756.7
1898   22.5   38.4   32.0   42.9   87.1   45.6   22.1   57.5   20.9   98.9   74.7   75.8   156.4   162.1   125.2   194.5   618.5
1899   94.9   67.8   23.1   69.2   52.8   36.9   37.2   32.3   74.2   69.1   78.2   58.4   238.5   145.1   106.4   221.5   694.2
1900   97.6  119.9   28.5   32.4   42.4   71.0   38.3   82.6   21.9   69.6   76.1  111.0   276.0   103.3   191.9   167.5   791.3
1901   40.8   34.7   60.4   64.4   29.7   46.4   60.3   49.2   47.3   56.8   28.4  121.3   186.6   154.6   156.0   132.5   639.9
1902   30.8   35.6   45.4   39.2   64.7   75.1   42.4   88.5   40.9   59.8   69.6   51.3   187.7   149.2   206.0   170.2   643.1
1903   72.4   36.7   90.3   53.9   78.9   85.6   91.6  104.9   78.1  176.7   55.1   62.4   160.4   223.0   282.1   310.0   986.7
1904   87.3  100.3   42.5   31.9   63.6   25.0   72.7   64.1   49.8   38.2   43.8   64.2   250.0   138.0   161.8   131.8   683.5
1905   28.6   24.2   94.6   55.8   20.0   87.9   25.5   93.2   47.6   47.8   89.3   25.2   117.0   170.4   206.6   184.7   639.7
1906  120.2   67.2   41.8   24.3   57.1   64.1   23.1   37.9   30.0  123.4   99.6   61.4   212.7   123.2   125.1   253.1   750.3
1907   31.6   37.2   26.4   83.4   72.7   63.2   56.0   56.5   19.0  139.1   68.1   96.1   130.3   182.6   175.8   226.2   749.4
1908   34.8   39.3   76.5   71.0   47.6   31.1   68.6   85.9   53.2   46.6   33.7   66.9   170.2   195.1   185.5   133.5   655.2
1909   31.0   14.8   91.4   48.4   35.5   87.0   77.9   60.8   68.6  131.9   24.8  112.5   112.8   175.3   225.7   225.3   784.6
1910   71.2   91.1   23.3   56.7   61.5   66.8   68.4   87.4   16.2   88.9  108.5  134.5   274.7   141.6   222.6   213.6   874.5
1911   32.8   43.9   56.2   37.3   34.9   60.1   10.9   38.2   43.0   80.4   96.5  161.1   211.2   128.4   109.2   220.0   695.2
1912   97.4   56.5  105.1    4.8   47.4  104.2   78.1  180.6   45.7   85.3   58.7  100.3   314.9   157.4   363.0   189.7   964.3
1913  110.3   27.4   87.6   83.4   59.1   25.8   33.9   35.0   57.9  101.3   80.7   40.6   238.0   230.0    94.7   239.9   742.8
1914   29.7   75.8  112.8   31.5   37.2   49.9   81.1   51.4   36.3   62.4   91.7  179.3   146.1   181.5   182.4   190.4   839.0
1915   90.2  112.4   27.4   29.2   68.8   31.9  117.6   61.6   42.8   77.9   69.3  158.1   381.8   125.4   211.1   190.1   887.3
1916   38.9  122.0  100.8   32.5   56.1   56.5   38.7   91.7   42.5  112.2  104.1   86.0   319.0   189.4   187.0   258.8   882.1
1917   43.2   26.7   60.3   45.9   54.9   67.2   73.2  143.4   48.0  110.5   38.5   31.7   156.0   161.1   283.8   197.0   743.6
1918   80.5   39.0   30.1   66.7   47.1   25.7  103.7   46.9  152.1   50.1   62.4   87.3   151.2   143.9   176.3   264.6   791.6
1919  108.8   78.1  106.6   62.0   19.5   28.0   62.1   70.7   43.6   44.9   58.3  124.9   274.2   188.2   160.9   146.9   807.8
1920   91.9   24.7   61.2  104.6   46.6   57.8  114.2   38.1   60.2   60.4   35.3   76.3   241.5   212.4   210.1   155.9   771.3
1921   73.8    9.3   40.1   29.5   40.8    9.4   14.3   59.4   34.7   36.4   57.3   49.5   159.4   110.4    83.1   128.4   454.5
1922   96.7   74.6   61.4   79.5   26.8   30.4  105.9   87.6   63.7   28.8   42.0   98.8   220.8   167.7   223.9   134.4   796.2
1923   46.1  131.9   48.3   60.1   50.8   14.3   58.3   64.0   63.8  126.2   59.1   82.6   276.8   159.2   136.5   249.0   805.4
1924   83.2   21.0   31.7   76.2  110.9   59.9   96.8   80.0   96.6  120.0   72.7  101.7   186.7   218.8   236.7   289.3   950.6
1925   66.9   96.8   22.4   58.9   86.6    4.1   78.1   72.8   85.9   89.4   64.4   82.4   265.4   167.8   154.9   239.7   808.5
1926   97.0   62.2   14.4   72.4   59.0   67.3   53.9   46.6   33.4   72.8  151.3   16.5   241.6   145.8   167.9   257.4   746.9
1927   76.5   83.4   76.2   49.0   26.5   89.8   83.5  100.6  129.5   57.2   84.7   82.8   176.4   151.8   273.8   271.4   939.7
1928  120.3   56.5   65.3   40.2   37.0   67.8   50.2   62.0   27.7  125.5   87.0   79.2   259.7   142.4   180.0   240.2   818.7
1929   39.9   24.8    4.9   26.8   52.5   39.9   49.8   50.1   16.3  109.1  184.6  161.5   143.9    84.2   139.8   310.0   760.0
1930  103.7   24.7   51.1   64.3   62.0   25.7   82.8   83.4  103.5   62.4  113.5   81.9   289.9   177.4   191.9   279.4   859.1
1931   57.8   63.8   17.8   84.2   82.7   66.9   98.7  108.7   59.0   19.8  104.2   31.5   203.5   184.7   274.4   183.0   795.3
1932   66.7    6.8   47.8   74.1  118.3   32.0   83.1   45.8   80.2  139.4   48.6   32.4   104.9   240.2   160.9   268.2   775.1
1933   52.8   77.4   72.6   31.8   48.2   52.4   50.0   25.3   60.0   76.3   33.1   20.3   162.6   152.6   127.7   169.5   600.3
1934   62.6    8.4   60.8   61.6   27.6   34.4   35.1   65.9   54.8   52.6   53.6  168.9    91.2   150.0   135.3   161.0   686.1
1935   31.9   76.3   19.3   95.4   34.1   86.5   18.0   55.9  108.0  102.1  138.4   92.5   277.1   148.7   160.3   348.6   858.4
1936  109.4   66.6   53.9   50.0   21.4   83.1  133.6   18.2   76.6   46.2   87.6   72.9   268.5   125.2   234.9   210.4   819.4
1937  121.5  120.4   92.4   71.6   72.4   36.8   57.2   32.4   58.7   76.6   47.3   85.6   314.9   236.3   126.4   182.7   872.9
1938   90.1   23.5    9.4    5.3   55.6   31.1   63.1   76.3   55.1   88.5   99.8   95.0   199.2    70.3   170.5   243.4   692.8
1939  140.8   36.0   43.1   65.7   30.2   51.3  107.1   71.6   27.3  124.1  139.9   49.7   271.7   138.9   230.0   291.4   886.7
1940   64.7   70.3   67.4   53.4   39.1   18.4   85.3    6.1   34.6   90.1  185.6   56.9   184.7   159.9   109.9   310.4   772.1
1941   82.6   76.3   81.6   36.6   55.7   40.5   72.1  111.5   15.8   51.8   72.3   47.8   215.7   173.8   224.0   139.9   744.5
1942   85.5   19.5   58.1   34.9   95.3   13.4   58.7   74.8   51.1   84.8   46.8   89.7   152.8   188.2   146.8   182.7   712.4
1943  137.5   35.2   21.1   26.6   69.4   47.7   45.9   56.2   63.6   70.8   53.6   47.4   262.4   117.1   149.8   188.0   675.0
1944   59.4   29.3    8.0   46.9   23.7   53.6   62.2   65.4   76.2  104.7  128.5   56.2   136.0    78.6   181.3   309.5   714.2
1945   56.5   57.5   28.0   30.1   69.1   68.7   61.3   59.5   54.8   87.7   16.8  100.4   170.2   127.3   189.5   159.2   690.4
1946   66.6   71.4   32.7   47.6   78.0   76.5   58.3  123.1  103.6   37.4  136.1   81.1   238.4   158.3   257.9   277.2   912.4
1947   63.7   42.3  151.4   57.1   45.1   55.9   58.1   13.6   36.9   15.8   49.2   70.5   187.1   253.7   127.6   101.9   659.6
1948  135.4   34.5   27.5   46.2   75.2   66.6   37.8   98.2   58.7   72.2   45.7  100.8   240.3   148.9   202.6   176.7   798.9
1949   31.6   31.4   35.5   48.8   62.1   16.3   43.8   40.7   50.1  154.2   86.7   47.9   163.9   146.4   100.8   291.0   649.2
1950   25.4  124.2   31.5   59.1   52.0   41.2   97.7   94.7   99.1   25.8  138.7   57.7   197.5   142.5   233.6   263.6   847.0
1951   82.8  111.5  100.2   72.1   71.7   30.0   40.2  114.9   75.3   28.3  154.0   66.2   252.0   243.9   185.1   257.7   947.2
1952   67.4   20.8   73.9   51.3   63.3   42.4   22.1   96.7   75.1   95.4   94.0   74.0   154.5   188.5   161.2   264.5   776.4
1953   25.3   41.9   20.9   63.8   54.2   58.9   82.9   64.5   67.5   71.9   45.7   24.5   141.3   138.9   206.3   185.2   622.1
1954   42.6   71.9   72.6   10.5   64.8   84.3   77.0   97.5   69.4   76.8  146.0   68.3   139.0   147.9   258.9   292.2   881.9
1955   79.7   55.7   44.9   22.0  101.2   74.4   22.1   23.2   44.4   71.2   57.6   85.2   203.8   168.2   119.7   173.2   681.7
1956  106.0   15.5   24.8   34.6   16.6   60.7   83.4  109.4   83.4   48.0   25.8   95.6   206.8    75.9   253.5   157.1   703.7
1957   55.8   90.7   57.8    6.7   40.3   46.4   92.4   81.7  101.3   53.8   59.7   64.4   242.1   104.8   220.5   214.8   751.0
1958   79.4   90.6   38.7   24.5   67.2  104.6   78.4   91.9  107.2   73.8   57.8   91.6   234.4   130.4   275.0   238.8   905.8
1959   97.2    5.2   70.1   68.9   23.9   31.4   54.8   42.3    3.9   72.9   99.7  148.4   194.0   162.9   128.4   176.4   718.6
1960   99.3   66.7   47.4   35.1   38.5   53.8   95.9  100.0  112.0  174.2  121.0  100.1   314.4   121.0   249.7   407.2  1044.0
1961   97.7   63.1    6.2   89.8   27.9   30.1   49.7   58.8   68.1   95.6   51.9   94.7   260.9   123.8   138.7   215.7   733.7
1962   95.6   20.7   40.7   54.9   54.4    8.7   55.4   89.3   86.5   33.0   66.3   62.7   211.1   150.0   153.4   185.8   668.3
1963   24.0   29.7   94.7   73.3   44.3   66.0   48.4   88.2   57.0   49.2  138.2   24.4   116.4   212.3   202.6   244.4   737.4
1964   20.6   30.5   87.7   62.8   54.3   77.1   36.0   35.2   23.7   53.2   50.6   70.9    75.5   204.8   148.2   127.5   602.5
1965   82.2   12.1   68.2   49.3   51.3   62.5   97.6   63.2  114.4   19.1   91.4  142.2   165.2   168.9   223.4   225.0   853.7
1966   50.3  104.6   25.0   97.9   59.2   69.7   72.0   91.5   35.4  123.3   66.5   92.8   297.0   182.1   233.2   225.1   888.0
1967   56.5   76.6   49.6   44.9  119.3   33.3   42.8   53.6   83.6  140.4   58.0   67.7   226.0   213.8   129.6   282.0   826.3
1968   65.9   42.3   32.9   61.9   65.3   83.2   95.1   68.5  127.4   73.2   56.6   76.8   175.9   160.1   246.8   257.2   849.2
1969   84.9   59.4   66.4   40.8  108.2   39.3   73.5   70.1   27.0    9.6  105.4   76.7   221.2   215.5   182.9   142.1   761.4
1970  102.6   72.6   54.4   67.8   25.5   38.0   57.5   72.1   59.1   30.9  163.5   43.7   251.9   147.6   167.5   253.5   787.5
1971  112.6   23.7   59.5   46.4   42.8  104.9   33.0   87.3   19.7   63.9   80.9   35.5   180.0   148.7   225.2   164.5   710.2
1972   89.3   71.5   65.8   56.9   61.7   58.4   45.8   29.8   40.0   32.0   81.2  103.7   196.3   184.4   134.0   153.2   736.1
1973   36.5   32.4   18.0   57.1   75.1   65.9   69.4   44.2   71.7   44.0   42.2   51.9   172.6   150.1   179.6   157.9   608.3
1974  105.5  100.6   36.4   12.5   36.6   63.5   52.8   94.9  137.5   81.9  119.7   53.8   258.0    85.5   211.2   339.1   895.7
1975  103.4   27.3   84.2   57.9   43.8   15.3   49.1   40.5   99.3   26.4   66.6   36.7   184.5   186.0   104.8   192.3   650.4
1976   33.2   34.2   36.5   11.9   37.9   15.8   26.7   31.8  132.4  136.5   85.4   90.0   104.0    86.3    74.3   354.3   672.3
1977   87.3  121.4   66.9   38.1   48.0   75.2   18.9  107.1   24.5   46.0   77.8   85.4   298.8   153.1   201.2   148.3   796.7
1978   96.8   73.5   70.8   49.1   44.7   55.5   80.0   47.2   30.8    8.5   34.9  147.4   255.7   164.6   182.7    74.2   739.1
1979   76.3   64.5  109.9   60.5  104.9   35.4   29.5   74.3   26.1   63.8   60.7  134.9   288.3   275.4   139.3   150.6   841.1
1980   58.6   74.8   88.0   20.8   27.7  105.2   66.4   67.5   57.9  105.4   62.4   56.1   268.3   136.4   239.1   225.6   790.7
1981   43.5   41.3  126.2   53.6   89.8   38.7   47.8   36.0  124.4   96.5   44.5   97.6   141.0   269.5   122.5   265.4   840.0
1982   55.2   41.2   88.8   21.2   42.3  107.4   35.3   65.7   67.2  119.4  104.8   85.6   194.0   152.3   208.4   291.3   834.0
1983   77.7   32.7   45.9  101.6  105.7   28.8   34.1   21.2   82.5   59.6   46.3   81.8   196.0   253.3    84.1   188.4   718.0
1984  125.7   48.1   57.5    7.6   70.8   36.5   25.7   48.8   95.4   80.7  121.6   71.9   255.6   136.0   111.0   297.7   790.3
1985   65.1   31.9   56.3   53.5   60.3   99.0   54.8   89.7   23.4   36.3   60.8  113.7   168.9   170.1   243.4   120.5   744.6
1986  105.6   13.8   65.1   70.4   71.4   36.3   49.5  106.8   28.1   79.8  105.5  104.7   233.1   206.9   192.7   213.3   836.9
1987   20.6   48.6   68.7   59.7   44.3   94.5   63.0   56.5   46.2  159.8   71.0   41.8   173.8   172.7   214.1   277.0   774.6
1988  142.3   51.8   86.1   36.6   51.6   38.7  105.9   63.5   45.7   77.1   36.1   26.6   235.8   174.3   208.0   159.0   761.9
1989   37.7   70.3   71.3   81.4   16.1   44.5   38.1   42.8   44.4   78.1   51.4  138.8   134.5   168.7   125.5   173.9   715.0
1990  104.1  126.3   15.0   37.5   14.2   58.5   26.6   37.0   41.9   80.0   57.5   71.9   369.2    66.8   122.0   179.4   670.5
1991   84.9   44.0   60.8   64.2   12.3   95.9   71.6   20.6   61.1   55.2   71.3   27.2   200.9   137.3   188.2   187.6   669.3
1992   41.9   31.5   61.0   64.3   45.6   37.8   81.6  114.9   83.1   74.7  126.3   67.1   100.7   171.0   234.3   284.2   830.0
1993   90.8   12.2   24.1   79.4   70.5   64.0   74.2   38.2  110.5  101.7   67.0  134.7   170.1   174.0   176.3   279.2   867.3
1994  103.8   76.0   67.4   61.3   70.6   26.5   35.3   63.3   97.5   89.3   64.5  108.9   314.5   199.3   125.1   251.4   864.4
1995  142.1   93.0   56.5   23.3   39.2   17.7   31.5    8.2  115.5   42.1   72.2   89.6   344.0   119.1    57.4   229.9   731.1
1996   62.1   68.3   41.5   38.5   46.4   22.3   34.8   75.2   24.9   66.0  116.5   37.0   220.0   126.3   132.3   207.4   633.3
1997   14.8   84.5   19.3   19.7   61.6  119.9   35.1   96.6   20.0   67.1  109.3   88.5   136.3   100.6   251.6   196.4   736.5
1998   99.5   11.8   73.7  119.2   24.1  110.1   42.5   33.6   95.6  134.7   68.7   85.7   199.8   217.0   186.2   299.0   899.0
1999  113.1   40.1   52.0   67.0   45.7   79.2   18.8  109.1  111.4   69.6   49.3  130.0   238.8   164.7   207.1   230.3   885.2
2000   28.3   83.4   23.9  134.8   88.3   25.0   57.9   54.5  107.4  162.9  147.9  123.9   241.8   246.9   137.3   418.2  1038.2
2001   77.7   84.6  104.9   87.2   41.0   32.9   74.3   71.6   64.3  118.7   51.8   29.7   286.2   233.1   178.8   234.8   838.6
2002   79.4   99.6   45.8   44.3   85.6   45.8   76.6   49.1   32.1  116.0  150.9  122.5   208.7   175.7   171.5   299.0   947.6
2003   79.2   33.9   27.3   37.6   54.2   57.7   67.8   14.8   19.7   53.6   98.4   84.8   235.5   119.2   140.2   171.8   628.9
2004  103.8   39.9   46.4   75.0   46.1   43.0   61.4  122.2   43.2  126.3   42.6   51.9   228.4   167.5   226.6   212.1   801.7
2005   42.2   36.2   47.6   56.2   40.2   52.9   60.1   51.1   54.4   99.6   65.3   62.7   130.2   144.0   164.1   219.3   668.5
2006   22.7   49.2   63.7   35.8   97.2   22.4   42.9   73.6   66.5  102.9   95.4   93.6   134.6   196.7   138.9   264.9   766.0
2007   82.3  100.4   57.8    6.1  119.5  123.6  121.1   53.1   34.9   47.1   67.0   74.5   276.3   183.5   297.9   149.1   887.6
2008  103.2   30.5   91.4   57.4   79.7   44.5   90.6   94.4   82.1   76.3   86.1   48.3   208.2   228.5   229.6   244.6   884.6
2009   79.9   59.3   38.2   40.4   43.3   52.0  115.3   45.4   24.0   63.1  152.9   91.8   187.4   121.9   212.7   239.9   805.5
2010   66.9   77.6   51.5   23.9   32.3   34.0   42.0  109.6   62.1   69.0   71.3   33.1   236.4   107.7   185.6   202.3   673.3
2011   79.4   57.9   13.9    6.5   33.8   71.6   50.5   64.8   42.1   46.7   45.4   89.8   170.5    54.2   187.0   134.2   602.6
2012   54.4   23.0   26.8  137.1   46.5  137.9  111.9   77.9   65.6  107.8  114.9  142.6   167.2   210.4   327.7   288.4  1046.5
2013   78.5   40.7   69.7   30.3   64.8   29.4   42.8   50.2   50.4  136.9   66.1  119.8   261.9   164.8   122.4   253.3   779.6
2014  167.8  125.9   40.7   55.7   90.2   46.4   46.8  101.9   13.4   98.8  112.0   59.7   413.6   186.5   195.1   224.2   959.3
2015   86.0   53.2   35.5   20.3   66.0   32.3   73.1   96.7   55.0   55.5   86.8   89.7   198.9   121.7   202.1   197.3   749.9
2016  113.4   63.8   79.7   54.1   56.0   96.1   23.7   47.0   59.0   32.1   95.5   26.3   266.8   189.9   166.8   186.6   746.6
2017   67.6   51.8   55.5   16.0   62.2   61.4   87.6   66.7   79.1   34.1   54.3  105.5   145.7   133.7   215.7   167.5   741.9
2018   82.2   41.6  109.2   75.6   51.2    6.8   30.0   63.5   44.5   58.8   91.6   96.9   229.3   236.1   100.3   194.9   752.0
2019   36.3   45.5   68.4   33.8   36.2  104.1   52.1   64.7   97.8  127.2  114.8  112.1   178.7   138.4   220.9   339.8   892.9
2020   72.9  136.6   47.3   36.7    5.5   79.2   49.1  103.8   40.8  146.1   57.2  138.0   321.5    89.6   232.2   244.1   913.2
2021  114.0   61.8   37.5   10.2  110.6   62.2   77.2   42.0   58.0  122.7   25.9   83.6   313.8   158.3   181.4   206.6   805.7
2022   27.9   75.3   42.1   19.1   46.8   43.0   10.5                                      186.8   107.9                        
