year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,win,spr,sum,aut,ann
1896,42.6,36.3,103.6,37.7,17.1,78.8,69.5,61.0,131.6,130.3,41.9,124.1,163.1,158.5,209.3,303.8,874.6
1897,48.2,75.1,112.3,56.6,41.1,83.7,36.2,111.1,94.2,50.9,90.4,108.3,247.5,210.1,231.0,235.5,908.2
1898,55.3,64.1,45.2,77.7,68.2,60.6,27.6,112.1,28.0,114.1,86.6,98.3,227.7,191.1,200.3,228.8,837.9
1899,118.2,53.0,50.5,81.2,89.3,42.0,64.8,33.1,111.5,81.0,67.1,81.3,269.5,221.0,139.9,259.6,872.9
1900,112.2,117.1,25.0,51.6,47.2,88.2,56.4,145.9,40.1,132.6,92.9,118.5,310.6,123.8,290.5,265.6,1027.7
1901,54.1,45.7,69.4,54.6,36.8,47.3,61.8,71.7,37.3,75.5,119.2,123.6,218.3,160.7,180.8,232.0,796.8
1902,53.3,38.9,50.5,51.6,74.2,48.4,73.1,74.5,36.0,87.9,56.3,89.5,215.8,176.3,196.0,180.1,734.2
1903,98.5,84.0,113.5,46.5,81.4,49.0,100.3,117.6,110.8,218.9,67.9,58.9,272.0,241.4,266.9,397.6,1147.2
1904,83.3,89.0,59.8,60.1,71.1,38.3,58.2,99.3,42.5,36.1,69.6,69.8,231.2,191.0,195.7,148.2,776.9
1905,34.7,43.1,76.7,76.2,27.6,51.3,43.4,102.4,65.8,73.5,116.8,30.6,147.6,180.5,197.1,256.1,742.2
1906,114.4,65.3,62.9,31.2,100.3,44.4,45.7,92.7,29.3,154.4,96.8,77.9,210.3,194.3,182.8,280.5,915.2
1907,34.9,52.1,65.5,55.2,102.4,122.9,60.2,81.3,17.8,144.4,76.4,108.3,164.9,223.1,264.5,238.6,921.5
1908,67.7,64.9,94.2,65.5,69.5,43.3,89.4,82.2,88.8,48.2,61.1,59.2,240.9,229.2,214.9,198.1,834.0
1909,52.5,49.0,100.5,74.4,47.0,76.0,111.6,93.1,63.5,118.1,34.7,142.8,160.7,221.8,280.7,216.4,963.3
1910,96.9,104.2,30.5,70.8,65.5,57.1,98.1,125.7,14.2,75.2,107.6,101.7,343.9,166.9,280.9,197.0,947.5
1911,46.1,79.0,53.4,53.8,40.3,97.9,18.2,71.9,76.5,87.0,114.0,148.8,226.8,147.5,187.9,277.5,886.8
1912,97.1,55.7,107.7,14.0,68.6,136.1,112.4,149.2,55.4,96.3,84.5,101.0,301.6,190.3,397.8,236.2,1078.1
1913,104.3,41.6,112.0,96.9,66.0,50.4,26.6,44.0,57.3,81.0,84.7,61.1,246.9,274.9,121.0,223.0,825.9
1914,66.6,74.9,88.6,28.7,51.9,61.7,95.3,64.0,54.2,57.7,121.3,163.3,202.6,169.1,221.0,233.2,928.1
1915,105.7,115.7,43.2,39.8,42.4,25.9,121.3,88.5,31.2,38.5,60.5,171.2,384.6,125.4,235.6,130.2,883.8
1916,70.9,110.5,92.3,57.7,78.3,66.7,71.5,77.2,56.4,140.1,106.1,85.4,352.6,228.4,215.4,302.6,1013.2
1917,81.0,26.9,59.4,57.8,55.8,52.8,38.1,180.1,54.0,126.2,77.5,54.7,193.3,172.9,271.0,257.6,864.2
1918,80.4,88.1,37.0,34.7,62.2,31.5,106.4,76.3,192.6,85.1,55.5,134.2,223.2,133.9,214.2,333.2,984.1
1919,108.4,46.0,107.1,52.7,34.0,37.4,57.8,82.7,56.1,92.4,86.0,131.7,288.7,193.8,177.9,234.5,892.4
1920,106.0,69.5,94.4,113.8,105.7,50.0,138.5,54.1,54.1,54.4,47.6,93.6,307.2,313.9,242.6,156.1,981.7
1921,134.9,8.0,70.6,33.1,52.8,11.8,44.3,134.9,36.1,63.3,61.0,108.8,236.5,156.6,191.1,160.4,759.8
1922,97.7,91.4,61.0,65.4,37.1,50.6,128.2,104.3,91.5,37.4,45.4,118.9,297.9,163.5,283.1,174.3,928.8
1923,67.5,132.6,45.0,65.9,81.8,26.7,91.1,129.0,94.1,112.2,120.2,96.2,319.0,192.6,246.7,326.5,1062.1
1924,75.5,28.9,32.4,49.9,124.3,58.9,109.2,96.8,101.5,112.2,60.0,117.2,200.6,206.6,264.8,273.6,966.7
1925,76.5,119.3,41.7,82.0,105.1,4.8,46.9,88.3,94.0,101.2,65.9,97.0,313.0,228.8,140.0,261.1,922.7
1926,102.1,84.7,36.6,47.7,70.6,87.2,84.7,89.3,79.7,90.7,133.6,31.5,283.8,154.9,261.2,304.0,938.4
1927,82.3,46.4,80.1,67.7,44.6,96.1,100.5,156.2,145.0,85.0,103.5,59.0,160.2,192.4,352.8,333.5,1066.4
1928,177.6,86.3,80.9,31.2,38.3,127.5,55.6,127.9,32.4,133.2,131.4,66.7,322.9,150.4,311.0,297.0,1089.0
1929,50.7,25.0,13.1,35.5,49.0,43.7,81.4,99.8,35.2,112.0,151.7,167.1,142.4,97.7,224.9,298.8,864.3
1930,129.4,24.7,70.6,70.1,42.5,49.7,143.3,132.3,97.5,114.1,115.4,86.0,321.1,183.2,325.2,327.1,1075.5
1931,88.4,84.5,21.6,88.1,73.4,130.5,115.6,114.1,85.1,51.6,135.5,55.1,258.9,183.2,360.1,272.2,1043.6
1932,91.5,13.2,65.9,79.1,120.6,30.1,108.0,47.5,96.5,139.9,61.6,63.3,159.8,265.6,185.6,298.0,917.2
1933,71.8,105.9,63.5,39.5,59.0,55.4,67.5,36.9,43.7,115.5,66.4,22.3,240.9,162.0,159.7,225.6,747.3
1934,84.7,16.3,75.6,82.0,57.6,52.8,56.6,85.3,74.5,112.1,57.6,139.9,123.3,215.2,194.8,244.3,895.2
1935,57.3,115.1,30.4,81.5,22.4,89.2,31.4,58.5,149.6,150.7,127.5,75.5,312.3,134.3,179.1,427.8,989.1
1936,115.5,73.2,55.5,37.8,36.5,96.8,113.1,57.7,100.2,81.3,103.4,93.5,264.2,129.9,267.6,284.9,964.6
1937,106.3,120.0,72.1,77.4,76.3,48.1,66.8,47.4,56.6,66.9,46.5,97.4,319.7,225.8,162.3,170.1,881.7
1938,107.5,40.5,28.7,9.8,85.7,89.0,107.7,84.7,59.7,168.9,121.1,114.0,245.3,124.2,281.4,349.6,1017.2
1939,140.5,72.7,74.5,47.8,34.6,76.0,129.4,63.9,40.3,94.3,131.2,59.4,327.2,157.0,269.3,265.8,964.7
1940,57.2,53.7,79.9,54.4,34.3,22.2,141.8,36.0,72.0,106.1,135.2,87.1,170.3,168.7,199.9,313.3,879.8
1941,71.2,114.3,85.6,42.6,57.3,16.1,62.5,110.4,21.3,115.5,83.4,38.5,272.6,185.5,189.0,220.2,818.7
1942,99.4,44.1,56.3,42.4,81.3,29.2,87.5,90.5,78.9,96.6,33.5,88.9,182.0,180.1,207.2,209.0,828.7
1943,128.2,51.0,27.6,49.2,83.0,67.7,57.4,119.7,102.8,83.4,73.6,46.8,268.0,159.8,244.8,259.9,890.5
1944,98.1,55.6,16.1,63.0,56.6,74.7,79.3,82.9,138.9,100.6,158.7,79.7,200.5,135.7,236.9,398.2,1004.3
1945,101.9,88.4,35.1,54.4,87.0,83.8,58.4,76.8,65.3,118.1,17.7,59.1,270.0,176.5,219.0,201.1,846.0
1946,89.1,82.8,40.4,38.1,48.4,79.4,100.8,134.7,136.5,30.6,161.1,94.3,230.9,126.9,314.9,328.2,1036.2
1947,83.4,58.8,137.8,99.9,60.8,75.4,75.6,7.5,61.1,21.4,103.9,70.9,236.4,298.4,158.5,186.5,856.5
1948,189.2,58.6,44.6,52.4,43.8,121.0,46.5,123.1,82.2,61.1,56.2,90.3,318.7,140.8,290.6,199.5,969.0
1949,51.6,50.7,39.2,80.3,52.1,22.6,69.8,63.8,35.9,112.7,126.8,125.7,192.6,171.6,156.2,275.4,831.1
1950,54.7,126.4,44.7,79.1,49.5,51.7,86.3,135.8,141.9,60.1,131.5,66.0,306.7,173.3,273.8,333.5,1027.6
1951,83.6,88.0,103.6,56.6,86.4,33.8,60.4,129.7,69.4,32.0,189.3,131.3,237.6,246.6,223.9,290.8,1064.2
1952,84.1,24.8,59.8,56.4,52.1,63.2,48.8,90.3,98.6,98.7,70.5,84.0,240.2,168.3,202.3,267.9,831.4
1953,35.9,51.5,23.1,73.7,58.3,66.1,100.6,100.7,84.3,54.1,91.3,45.9,171.4,155.1,267.4,229.7,785.5
1954,76.1,73.2,61.6,18.2,89.4,77.1,89.2,149.5,111.6,165.0,158.2,110.7,195.1,169.2,315.7,434.8,1179.7
1955,66.9,59.9,55.9,38.0,82.0,75.0,34.3,30.6,52.3,61.0,51.3,114.1,237.6,175.9,139.8,164.7,721.5
1956,111.2,42.6,34.7,42.9,32.0,78.6,114.8,208.1,78.0,61.0,35.4,95.8,268.0,109.5,401.6,174.4,935.2
1957,83.9,78.2,64.1,14.7,46.6,49.2,107.3,125.7,124.0,90.7,53.9,88.6,257.9,125.4,282.2,268.6,926.9
1958,85.9,126.5,55.4,34.1,93.3,104.0,106.0,90.2,94.0,77.1,29.7,101.9,301.1,182.9,300.2,200.8,998.2
1959,75.7,16.7,46.5,79.5,24.1,60.0,68.8,17.6,14.8,83.2,121.2,149.8,194.3,150.0,146.4,219.2,757.9
1960,139.7,81.8,43.5,50.0,45.0,33.7,128.4,98.6,81.0,146.3,145.7,103.5,371.3,138.5,260.6,373.0,1097.1
1961,120.4,67.3,28.5,86.5,48.1,48.4,93.2,105.8,75.0,118.9,59.9,84.6,291.1,163.2,247.4,253.8,936.6
1962,107.4,57.1,37.7,78.3,72.2,28.6,58.6,132.3,104.3,37.4,62.5,72.6,249.1,188.2,219.5,204.2,849.1
1963,36.7,31.2,88.6,71.5,53.7,97.7,58.5,115.3,83.0,69.4,155.4,33.1,140.6,213.9,271.5,307.8,894.2
1964,34.8,26.6,90.1,61.5,55.8,68.5,66.0,72.6,48.0,56.3,54.8,115.3,94.4,207.4,207.1,159.1,750.2
1965,102.7,23.7,63.4,73.4,67.5,69.4,91.5,80.7,155.2,48.3,119.1,146.9,241.7,204.3,241.6,322.7,1041.8
1966,53.9,134.1,47.2,93.0,77.1,95.5,73.9,118.6,71.3,100.6,89.6,110.1,334.8,217.3,288.0,261.6,1064.9
1967,54.9,92.8,56.7,42.0,145.4,50.5,82.3,108.1,98.9,180.2,88.2,65.2,257.8,244.1,240.9,367.3,1065.1
1968,78.0,46.5,92.2,61.3,77.5,73.6,100.5,57.5,162.6,109.0,78.5,68.3,189.7,231.0,231.6,350.2,1005.6
1969,87.2,70.4,76.6,76.9,97.8,78.8,52.9,63.1,62.6,28.6,156.9,83.8,225.8,251.3,194.8,248.1,935.6
1970,95.7,80.9,59.7,100.3,18.5,42.8,86.7,79.6,67.5,89.8,141.3,56.2,260.4,178.4,209.2,298.6,919.0
1971,69.3,46.7,66.5,54.7,51.7,71.1,57.2,132.8,27.8,72.1,89.2,34.5,172.1,172.8,261.2,189.0,773.5
1972,105.2,63.1,82.5,71.4,79.9,92.3,64.4,38.8,36.7,27.8,116.4,83.0,202.8,233.8,195.5,180.9,861.5
1973,51.7,45.0,27.4,74.0,71.6,49.7,114.3,83.4,70.1,60.8,50.1,79.0,179.7,173.0,247.4,181.0,777.1
1974,118.0,85.1,54.5,14.6,35.7,57.1,98.7,77.4,119.5,94.6,111.4,99.0,282.1,104.7,233.1,325.5,965.5
1975,120.7,28.3,57.8,73.1,43.6,28.0,82.9,65.1,97.0,40.3,65.1,58.2,247.9,174.5,176.0,202.4,760.0
1976,96.3,43.9,52.8,32.7,97.7,20.4,34.6,16.7,160.3,151.4,61.4,75.6,198.4,183.3,71.7,373.1,844.0
1977,99.1,125.6,70.7,64.1,49.0,89.8,31.9,67.7,58.1,82.8,116.0,86.9,300.3,183.9,189.4,256.9,941.7
1978,116.2,75.9,85.3,39.6,36.6,65.5,78.6,90.9,92.5,32.0,80.7,171.5,279.0,161.6,235.0,205.1,965.4
1979,72.6,45.8,130.4,65.6,118.2,40.5,39.0,107.2,56.6,77.4,113.6,160.9,289.9,314.1,186.7,247.6,1027.8
1980,93.3,95.2,100.2,9.4,27.0,138.7,59.6,116.9,66.6,149.6,112.5,95.1,349.3,136.6,315.1,328.7,1064.0
1981,74.9,62.8,161.8,67.1,74.2,55.2,62.0,54.1,137.3,134.9,99.0,64.2,232.8,303.0,171.3,371.2,1047.5
1982,89.2,42.4,97.7,19.6,42.7,135.1,30.5,103.8,71.3,95.6,128.0,105.8,195.8,160.0,269.4,294.9,961.6
1983,108.0,44.7,86.6,102.3,109.8,39.8,39.1,36.9,99.5,101.1,47.9,140.8,258.5,298.8,115.8,248.5,956.6
1984,143.5,57.8,67.1,15.4,39.4,54.8,24.9,66.4,129.3,97.7,155.4,65.2,342.1,121.9,146.1,382.4,916.8
1985,75.8,11.9,70.1,81.3,71.4,65.6,93.6,130.9,78.1,48.0,88.6,116.0,152.9,222.9,290.1,214.7,931.4
1986,118.5,26.0,83.0,98.8,99.4,47.5,49.9,122.4,20.2,102.7,106.5,160.2,260.5,281.2,219.9,229.3,1035.1
1987,43.3,57.2,106.4,62.6,47.7,117.3,92.0,88.4,81.8,140.4,74.1,71.6,260.7,216.7,297.8,296.2,982.8
1988,137.2,71.1,102.0,41.5,56.4,35.6,155.9,97.8,71.9,96.5,60.8,67.0,280.0,200.0,289.3,229.2,993.8
1989,42.3,91.8,93.2,79.6,25.4,69.8,33.2,71.6,24.4,96.1,55.6,94.7,201.1,198.2,174.6,176.1,777.7
1990,134.3,137.5,30.6,35.5,38.9,83.1,41.0,54.9,57.3,117.3,60.9,123.9,366.4,105.1,179.0,235.5,915.3
1991,79.0,87.9,77.8,53.8,16.6,80.8,50.2,37.2,53.6,81.8,114.2,80.1,290.9,148.3,168.2,249.6,813.1
1992,48.5,59.1,105.9,79.6,42.6,31.4,81.3,115.5,96.6,90.6,122.0,83.5,187.6,228.2,228.2,309.2,956.6
1993,112.1,17.2,23.5,110.1,97.5,50.5,82.3,73.7,110.7,67.2,64.3,163.7,212.8,231.1,206.5,242.2,972.9
1994,123.5,66.5,99.8,74.3,39.1,42.8,56.8,75.4,101.9,86.3,100.0,141.1,353.7,213.1,175.0,288.3,1007.4
1995,150.3,115.0,73.5,28.0,52.0,29.5,39.7,12.5,96.4,57.4,76.4,60.1,406.4,153.5,81.7,230.3,790.8
1996,47.0,85.3,31.1,54.6,51.7,35.0,50.2,76.9,38.8,88.1,120.8,79.8,192.4,137.4,162.1,247.6,759.2
1997,13.1,135.8,43.6,27.0,79.4,128.7,69.3,67.6,46.5,53.5,89.7,117.1,228.6,150.1,265.6,189.7,871.4
1998,112.6,34.2,103.0,114.8,50.2,127.4,79.0,70.2,69.4,165.6,91.3,76.2,263.8,268.1,276.7,326.3,1094.0
1999,128.7,51.6,96.4,72.2,72.0,91.6,33.3,82.2,100.2,83.7,68.1,150.7,256.4,240.7,207.0,252.0,1030.6
2000,80.8,88.3,53.2,126.4,73.4,75.3,64.7,74.6,134.7,174.0,183.2,114.5,319.7,253.0,214.6,491.9,1243.1
2001,55.1,102.3,54.7,99.4,37.4,56.4,56.0,92.4,106.1,121.0,68.8,57.7,271.9,191.6,204.9,295.9,907.5
2002,85.2,160.9,48.3,50.8,83.7,70.9,99.9,97.3,38.8,135.9,125.2,120.6,303.8,182.8,268.1,300.0,1117.5
2003,85.4,36.8,42.8,45.3,88.3,83.4,68.0,19.1,57.8,47.9,84.0,101.2,242.7,176.4,170.5,189.7,759.9
2004,130.1,66.0,51.5,84.3,36.2,80.8,76.8,194.6,72.0,139.4,53.9,72.3,297.3,172.1,352.2,265.4,1058.0
2005,89.4,64.1,49.6,90.5,54.3,54.8,68.4,71.1,78.7,118.2,93.0,59.5,225.8,194.4,194.3,289.9,891.6
2006,43.5,58.7,113.5,55.2,107.5,27.1,37.9,114.8,87.2,112.3,97.2,139.5,161.7,276.2,179.8,296.7,994.4
2007,121.2,81.5,53.1,19.2,83.8,187.7,131.6,55.1,61.3,41.0,75.9,108.4,342.2,156.0,374.4,178.1,1019.6
2008,178.3,51.7,92.5,77.3,28.5,86.8,119.2,127.8,122.6,129.1,73.3,77.3,338.5,198.3,333.9,324.9,1164.5
2009,86.9,40.0,46.3,38.4,74.9,60.3,153.8,86.2,41.5,76.6,204.8,95.6,204.2,159.6,300.3,322.9,1005.3
2010,67.7,66.2,72.7,25.7,24.2,41.0,96.9,73.9,109.4,80.9,129.6,38.8,229.5,122.6,211.7,319.9,827.0
2011,77.1,115.6,29.4,21.1,75.7,66.7,76.1,103.5,77.5,93.1,54.9,130.1,231.5,126.3,246.4,225.5,921.0
2012,82.0,43.0,25.5,135.4,68.1,167.4,116.6,111.4,131.7,105.8,128.1,160.9,255.2,229.1,395.4,365.6,1276.0
2013,80.1,44.5,58.0,33.4,83.8,47.5,78.2,74.9,57.8,136.2,67.6,114.1,285.5,175.1,200.6,261.7,876.1
2014,145.2,118.7,64.9,48.2,106.2,46.1,60.6,117.8,18.1,110.4,90.2,102.6,378.0,219.3,224.4,218.6,1028.9
2015,101.8,51.2,73.0,36.2,105.4,41.0,90.8,83.9,43.1,69.5,175.6,216.7,255.6,214.6,215.7,288.2,1088.2
2016,144.8,89.2,75.6,78.1,42.4,94.2,70.1,96.9,69.2,44.4,109.0,53.1,450.7,196.1,261.2,222.6,967.1
2017,53.8,80.6,97.0,20.6,47.7,121.2,96.8,83.1,114.4,91.2,92.4,84.0,187.5,165.3,301.0,298.1,982.8
2018,105.8,62.0,91.6,83.3,33.1,29.2,47.3,71.9,87.5,76.2,86.3,102.8,251.8,208.0,148.4,249.9,876.9
2019,40.3,51.8,125.4,38.3,53.8,113.5,105.4,119.5,143.2,129.4,128.8,93.1,194.9,217.4,338.4,401.4,1142.4
2020,76.6,207.0,57.0,13.8,17.2,113.9,98.6,135.4,61.2,140.9,77.2,135.2,376.7,88.0,347.8,279.4,1134.1
2021,155.5,100.7,74.9,12.6,120.4,26.0,86.6,60.7,63.5,141.0,66.1,102.4,391.4,207.8,173.4,270.5,1010.3
2022,38.8,137.1,41.5,35.5,58.1,48.6,47.1,278.3,135.1,
